Eleccion,,DN_2015,DN_2015,DN_2015,DN_2015,DN_2015,DN_2015,DN_2015,DN_2015,DN_2015,DN_2015,DN_2015,DN_2015,DN_2015,DN_2015,DN_2017,DN_2017,DN_2017,DN_2017,DN_2017,DN_2017,DN_2017,DN_2017,DN_2017,DN_2017,DN_2017,DN_2017,DN_2017,DN_2017,DN_2017,DN_2017,paso_2017,paso_2017,paso_2017,paso_2017,paso_2017,paso_2017,paso_2017,paso_2017,paso_2017,paso_2017,paso_2017,paso_2017,paso_2017,paso_2017,paso_2017,paso_2017
,,VOTOS_cnt,VOTOS_cnt,VOTOS_cnt,VOTOS_cnt,VOTOS_cnt,VOTOS_cnt,VOTOS_cnt,VOTOS_pct,VOTOS_pct,VOTOS_pct,VOTOS_pct,VOTOS_pct,VOTOS_pct,VOTOS_pct,VOTOS_cnt,VOTOS_cnt,VOTOS_cnt,VOTOS_cnt,VOTOS_cnt,VOTOS_cnt,VOTOS_cnt,VOTOS_cnt,VOTOS_pct,VOTOS_pct,VOTOS_pct,VOTOS_pct,VOTOS_pct,VOTOS_pct,VOTOS_pct,VOTOS_pct,VOTOS_cnt,VOTOS_cnt,VOTOS_cnt,VOTOS_cnt,VOTOS_cnt,VOTOS_cnt,VOTOS_cnt,VOTOS_cnt,VOTOS_pct,VOTOS_pct,VOTOS_pct,VOTOS_pct,VOTOS_pct,VOTOS_pct,VOTOS_pct,VOTOS_pct
Denominacion,,ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,ALIANZA FRENTE PARA LA VICTORIA,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA),CAMBIEMOS,ELECTORES,VOTANTES,VOTOS BLANCOS,ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,ALIANZA FRENTE PARA LA VICTORIA,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA),CAMBIEMOS,ELECTORES,VOTANTES,VOTOS BLANCOS,1PAIS,CAMBIEMOS,ELECTORES,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,FRENTE JUSTICIALISTA,UNIDAD CIUDADANA,VOTANTES,VOTOS BLANCOS,1PAIS,CAMBIEMOS,ELECTORES,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,FRENTE JUSTICIALISTA,UNIDAD CIUDADANA,VOTANTES,VOTOS BLANCOS,1PAIS,CAMBIEMOS,ELECTORES,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,FRENTE JUSTICIALISTA,UNIDAD CIUDADANA,VOTANTES,VOTOS BLANCOS,1PAIS,CAMBIEMOS,ELECTORES,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,FRENTE JUSTICIALISTA,UNIDAD CIUDADANA,VOTANTES,VOTOS BLANCOS
dpto_merger_str,PROV_REF_ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
general san martin,2,12217.0,80300.0,54630.0,78633.0,330387.0,249394.0,16329.0,0.04898674386713393,0.32198048068518087,0.21905097957448855,0.3152962781783042,1.3247592163404092,1.0,0.06547471069873373,29776.0,102246.0,349945.0,14890.0,16577.0,86221.0,255181.0,5870.0,0.11668580341012849,0.4006803014331004,1.3713599366724012,0.05835073927917831,0.0649617330443881,0.3378817388441929,1.0,0.023003280024766735,40152.0,79365.0,335636.0,9765.0,17725.0,70612.0,235281.0,8668.0,0.170655514044908,0.3373200555930993,1.4265325291885023,0.04150356382368317,0.07533544995133479,0.30011773156353466,1.0,0.0368410538887543
general viamonte,2,156.0,3773.0,1813.0,4458.0,14230.0,11829.0,1346.0,0.013187927973624143,0.31896187336207626,0.1532673936934652,0.3768704032462592,1.2029757375940486,1.0,0.1137881477724237,1018.0,6311.0,15680.0,237.0,376.0,4076.0,12548.0,423.0,0.0811284666879184,0.5029486770800128,1.2496015301243226,0.018887472107108703,0.02996493465094039,0.3248326426522155,1.0,0.033710551482307935,1349.0,4789.0,14980.0,130.0,432.0,3795.0,11586.0,591.0,0.1164336267909546,0.41334369066114274,1.292939754876575,0.0112204384602106,0.03728638011393061,0.32755049197307096,1.0,0.05100983946141895
general villegas,2,276.0,3060.0,6373.0,7296.0,23601.0,19260.0,2048.0,0.014330218068535825,0.1588785046728972,0.33089304257528557,0.37881619937694705,1.2253894080996885,1.0,0.1063343717549325,4226.0,9739.0,24817.0,420.0,693.0,2979.0,19153.0,919.0,0.22064428549052367,0.5084843105518718,1.2957239074818567,0.021928679580222418,0.03618232130736699,0.15553699159400616,1.0,0.04798203936720096,4871.0,7510.0,24818.0,245.0,1249.0,2692.0,18067.0,993.0,0.26960757181601813,0.41567498754635523,1.373664692533348,0.013560635412630763,0.06913156583826867,0.14900094094204905,1.0,0.05496208557037693
guamini,2,94.0,2944.0,625.0,2933.0,8839.0,7248.0,800.0,0.012969094922737307,0.40618101545253865,0.08623068432671081,0.40466335540838855,1.219508830022075,1.0,0.11037527593818984,845.0,3726.0,9825.0,132.0,161.0,2444.0,7596.0,499.0,0.11124275934702475,0.490521327014218,1.2934439178515007,0.017377567140600316,0.02119536598209584,0.32174828857293314,1.0,0.06569246972090574,956.0,3287.0,9833.0,66.0,166.0,2135.0,7501.0,700.0,0.1274496733768831,0.4382082389014798,1.3108918810825223,0.008798826823090255,0.022130382615651246,0.2846287161711772,1.0,0.09332089054792694
hipolito yrigoyen,2,70.0,2035.0,508.0,2372.0,7173.0,5568.0,774.0,0.01257183908045977,0.36548132183908044,0.09123563218390805,0.4260057471264368,1.2882543103448276,1.0,0.13900862068965517,307.0,2893.0,7998.0,90.0,1180.0,1154.0,6197.0,458.0,0.04954010004841052,0.46683879296433756,1.2906244957237374,0.014523156365983541,0.19041471679845087,0.1862191382927223,1.0,0.07390672906244958,430.0,2590.0,8009.0,47.0,1156.0,936.0,5812.0,450.0,0.07398485891259463,0.44562973158981417,1.3780110116999311,0.008086717136958018,0.1988988300068823,0.1610461114934618,1.0,0.0774260151410874
hurlingham,2,5298.0,40264.0,27106.0,32013.0,146145.0,113895.0,7041.0,0.046516528381403924,0.3535185916853242,0.23799113218315116,0.2810746740418807,1.2831555379955222,1.0,0.06182009745818517,12231.0,45176.0,152979.0,7199.0,5786.0,43718.0,117963.0,2524.0,0.10368505378805219,0.382967540669532,1.2968388392970678,0.061027610352398634,0.049049278163491944,0.37060773293320787,1.0,0.021396539592923206,16104.0,36388.0,147035.0,4784.0,6085.0,36829.0,108790.0,4206.0,0.1480283114256825,0.334479271991911,1.351548855593345,0.04397463002114165,0.05593344976560346,0.3385329533964519,1.0,0.038661641695008735
ituzaingo,2,5370.0,36915.0,23280.0,34279.0,138879.0,112642.0,5898.0,0.04767315921237194,0.32771967827275794,0.20667246675307613,0.30431810514728075,1.2329237762113598,1.0,0.05236057598409119,12474.0,46106.0,144638.0,6606.0,5130.0,38926.0,114578.0,3487.0,0.10886906736022622,0.4023983661784985,1.2623540295693763,0.05765504721674318,0.04477299307022291,0.3397336312381085,1.0,0.030433416537206097,17090.0,37011.0,142528.0,4528.0,5618.0,34958.0,107869.0,3624.0,0.15843291399753404,0.34311062492467714,1.321306399428937,0.04197684228091481,0.052081691681576725,0.324078280136091,1.0,0.033596306631191536
jose c. paz,2,6620.0,72456.0,34102.0,29872.0,203933.0,159065.0,15594.0,0.041618206393612675,0.4555118976519033,0.2143903435702386,0.18779744129758275,1.2820733662339294,1.0,0.09803539433564895,15861.0,45264.0,219306.0,8569.0,7254.0,79148.0,164780.0,6439.0,0.09625561354533317,0.2746935307682971,1.330901808471902,0.05200267022696929,0.044022332807379536,0.4803252821944411,1.0,0.03907634421653113,21421.0,33207.0,208842.0,5825.0,6699.0,66119.0,148274.0,8966.0,0.14446902356448196,0.22395699852974899,1.4084869903017387,0.039285377072177184,0.04517986970068926,0.4459244371906066,1.0,0.060469131472813846
junin,2,1545.0,15685.0,13046.0,22219.0,75964.0,57923.0,6285.0,0.026673342195673567,0.270790532258343,0.22523004678625072,0.3835954629421819,1.3114652210693507,1.0,0.10850612019405072,6656.0,30570.0,79101.0,2122.0,2614.0,16221.0,59166.0,2350.0,0.11249704222019404,0.5166818781056688,1.3369333738971707,0.03586519284724335,0.04418077950174087,0.27416083561504917,1.0,0.039718757394449515,8935.0,24656.0,78412.0,1269.0,3218.0,13466.0,56698.0,3208.0,0.15758933295707078,0.4348654273519348,1.3829764718332216,0.02238174186038308,0.05675685209354828,0.23750396839394688,1.0,0.05658047902924265
la costa,2,1981.0,15674.0,7893.0,18231.0,65517.0,50240.0,3914.0,0.039430732484076435,0.31198248407643314,0.15710589171974523,0.3628781847133758,1.3040804140127389,1.0,0.07790605095541402,4476.0,22860.0,70210.0,1976.0,1896.0,15522.0,50566.0,2442.0,0.08851797650595261,0.45208242692718426,1.3884823794644623,0.03907764110271724,0.03749555036981371,0.3069651544516078,1.0,0.04829331962188031,5698.0,18471.0,69170.0,1261.0,1651.0,13348.0,45976.0,2653.0,0.12393422655298417,0.4017530885679485,1.5044805985731686,0.02742735340177484,0.03591004002088046,0.29032538715851747,1.0,0.057704019488428744
la matanza,2,33320.0,339921.0,144432.0,168096.0,992574.0,753611.0,50092.0,0.04421379199613594,0.4510563141992354,0.19165325346896475,0.22305406900907762,1.317090647562204,1.0,0.06646930578242621,72338.0,232903.0,1079920.0,43457.0,38934.0,379402.0,809256.0,18335.0,0.08938827762784582,0.2877989165356822,1.334460294393863,0.0536999416748223,0.0481108573801121,0.4688281582095159,1.0,0.02265661298773194,94065.0,178341.0,1027286.0,28427.0,39023.0,327656.0,740641.0,28293.0,0.1270048512032145,0.24079277274685038,1.3870228626284529,0.03838161808487513,0.05268814445865136,0.4423951685094398,1.0,0.038200693723409854
la plata,2,26296.0,112023.0,63605.0,156540.0,531539.0,411253.0,24201.0,0.0639411748972044,0.2723943655122273,0.1546614857520796,0.3806416001828558,1.292486620158394,1.0,0.05884698713444036,36062.0,201129.0,567623.0,27649.0,22986.0,113650.0,418791.0,13229.0,0.08610977790831226,0.48026103712830504,1.3553849055973026,0.06602099854103836,0.05488656633022199,0.27137641448837246,1.0,0.03158854894207373,46935.0,158275.0,533701.0,18877.0,24851.0,94062.0,376629.0,13876.0,0.12461865655592108,0.4202411391581636,1.4170470144359568,0.05012094129766959,0.06598270446513678,0.24974709860366567,1.0,0.03684262231532888
lanus,2,14473.0,101449.0,56722.0,95261.0,378409.0,283133.0,13982.0,0.05111731942232096,0.35830863940268354,0.2003369441216672,0.3364531863117334,1.3365061649472156,1.0,0.04938315208753483,30141.0,121382.0,396943.0,17765.0,12771.0,111614.0,299681.0,6040.0,0.10057694682011872,0.40503735638896027,1.3245517733857002,0.05927970074846253,0.042615314284188854,0.3724426974015703,1.0,0.02015476456632219,39917.0,98960.0,389660.0,11347.0,15686.0,94489.0,280635.0,10081.0,0.14223813850731376,0.35262885955066187,1.388493951217774,0.04043330304488036,0.0558946674506031,0.33669713328700984,1.0,0.035922105225648975
laprida,2,130.0,3110.0,501.0,2896.0,9156.0,7603.0,644.0,0.01709851374457451,0.40904905958174403,0.06589504143101407,0.3809022754175983,1.2042614757332633,1.0,0.08470340655004603,550.0,3219.0,9362.0,165.0,151.0,3079.0,7557.0,322.0,0.07278020378457059,0.425962683604605,1.2388513960566363,0.021834061135371178,0.019981474129945744,0.40743681355035066,1.0,0.04260950112478497,558.0,2698.0,9376.0,250.0,186.0,2595.0,6802.0,374.0,0.08203469567774184,0.39664804469273746,1.378418112319906,0.03675389591296677,0.02734489855924728,0.3815054395765951,1.0,0.05498382828579829
las flores,2,462.0,4961.0,2012.0,6019.0,19906.0,16021.0,2105.0,0.028837151238998816,0.30965607639972537,0.12558516946507708,0.3756944010985581,1.2424942263279446,1.0,0.13139005055864178,2801.0,7576.0,21111.0,492.0,610.0,4402.0,16559.0,822.0,0.16915272661392597,0.4575155504559454,1.2748958270426958,0.029711939126758864,0.036837973307566885,0.2658373090162449,1.0,0.049640678784950786,3393.0,5434.0,19808.0,307.0,528.0,3748.0,14447.0,792.0,0.2348584481207171,0.37613345331210635,1.3710805011421057,0.021250086523153595,0.03654738007890911,0.25943102374195337,1.0,0.05482107011836367
leandro n. alem,2,249.0,4139.0,1840.0,4108.0,14647.0,10845.0,1289.0,0.022959889349930845,0.381650530198248,0.16966343937298295,0.3787920700783771,1.3505763024435224,1.0,0.11885661595205163,754.0,5190.0,14395.0,238.0,412.0,4312.0,11640.0,607.0,0.0647766323024055,0.44587628865979384,1.236683848797251,0.020446735395189004,0.035395189003436425,0.370446735395189,1.0,0.05214776632302406,1564.0,4236.0,14745.0,208.0,383.0,3812.0,11124.0,707.0,0.14059690758719884,0.3807982740021575,1.325512405609493,0.018698309960445882,0.03443006112909026,0.3426824883135563,1.0,0.06355627472132326
lincoln,2,494.0,9623.0,3360.0,12708.0,35330.0,28276.0,2981.0,0.017470646484651294,0.34032394963927004,0.11882868864054322,0.4494270759654831,1.2494695147828547,1.0,0.10542509548733908,2766.0,15143.0,36691.0,777.0,1739.0,6948.0,27416.0,1035.0,0.10088999124598774,0.5523416982783775,1.338306098628538,0.02834111467756055,0.06343011380215932,0.2534286548001167,1.0,0.037751677852348994,3480.0,11571.0,36691.0,440.0,1774.0,6209.0,25025.0,2214.0,0.13906093906093905,0.46237762237762237,1.4661738261738262,0.017582417582417582,0.07088911088911089,0.2481118881118881,1.0,0.08847152847152848
loberia,2,178.0,3669.0,1108.0,5506.0,14239.0,11547.0,1101.0,0.015415259374729366,0.31774486879709013,0.09595565947865246,0.4768338096475275,1.2331341473975925,1.0,0.09534944141335412,1156.0,5764.0,14334.0,336.0,345.0,3129.0,11322.0,450.0,0.1021021021021021,0.5090973326267444,1.2660307366189718,0.0296767355590885,0.03047164811870694,0.27636459989401163,1.0,0.0397456279809221,1493.0,4798.0,14195.0,287.0,421.0,2836.0,10730.0,618.0,0.1391425908667288,0.44715750232991613,1.3229263746505127,0.026747437092264677,0.03923578751164958,0.2643056849953402,1.0,0.0575955265610438
lobos,2,576.0,6930.0,3473.0,10222.0,29075.0,23278.0,2340.0,0.02474439384826875,0.29770598848698343,0.1491966663802732,0.43912707277257496,1.249033422115302,1.0,0.1005241000085918,2199.0,13407.0,31260.0,943.0,1459.0,6058.0,24696.0,844.0,0.0890427599611273,0.5428814382896016,1.2657920310981536,0.038184321347586654,0.05907839326206673,0.2453028830579851,1.0,0.03417557499190152,2670.0,10992.0,31274.0,766.0,1539.0,5880.0,22759.0,1085.0,0.11731622654773935,0.48297376861900787,1.3741377037655433,0.03365701480732897,0.0676216002460565,0.2583593303747968,1.0,0.047673447866777977
lomas de zamora,2,18100.0,154128.0,63929.0,100986.0,497657.0,373761.0,23811.0,0.04842666837899085,0.4123704720396189,0.17104245761328762,0.27018870347628565,1.3314845583140027,1.0,0.0637064862305056,34773.0,133766.0,522876.0,21987.0,17894.0,161432.0,387401.0,9711.0,0.08975970635078381,0.3452907968745563,1.3497022465094308,0.056755145185479645,0.04618986528171068,0.4167051711275913,1.0,0.025067049388101736,46137.0,104982.0,477796.0,14370.0,16222.0,131706.0,337567.0,19330.0,0.1366750896858994,0.31099603930478986,1.4154108665835228,0.04256932697805176,0.04805564524968377,0.39016254550948404,1.0,0.05726270636643985
lujan,2,2083.0,16930.0,11963.0,26230.0,81511.0,62671.0,5565.0,0.033237063394552506,0.27014089451261347,0.1908857366245951,0.41853488854494103,1.3006175104912958,1.0,0.08879705126773149,7338.0,33374.0,88570.0,2743.0,3616.0,17661.0,66991.0,3160.0,0.10953710199877595,0.4981863235359974,1.3221178964338494,0.04094579868937619,0.05397739994924691,0.2636324282366288,1.0,0.04717051544237286,8849.0,25054.0,84015.0,1716.0,3335.0,16768.0,61511.0,3790.0,0.1438604477247972,0.40730926175805954,1.3658532620181756,0.027897449236721886,0.05421794475784819,0.2726016484856367,1.0,0.061614995691827476
magdalena,2,282.0,2499.0,2755.0,4161.0,13631.0,11243.0,1129.0,0.025082273414569065,0.22227163568442587,0.24504135906786445,0.37009694921284353,1.212398825936138,1.0,0.10041803789024281,1635.0,5940.0,14912.0,384.0,492.0,2763.0,11880.0,526.0,0.13762626262626262,0.5,1.2552188552188552,0.03232323232323232,0.04141414141414142,0.23257575757575757,1.0,0.044276094276094274,1886.0,4555.0,14843.0,216.0,543.0,2699.0,11082.0,725.0,0.1701858870240029,0.41102689045298685,1.339379173434398,0.01949106659447753,0.04899837574445046,0.24354809601155025,1.0,0.06542140407868616
maipu,2,162.0,1795.0,1009.0,3868.0,9500.0,7031.0,897.0,0.023040819229128148,0.2552979661499076,0.1435073247048784,0.5501351159152326,1.351159152325416,1.0,0.1275778694353577,1516.0,3984.0,9871.0,179.0,113.0,1693.0,7981.0,463.0,0.18995113394311489,0.49918556571858164,1.2368124295201102,0.022428267134444305,0.014158626738503946,0.21212880591404587,1.0,0.05801278035333918,1668.0,3347.0,9887.0,84.0,108.0,1552.0,7172.0,454.0,0.23257110987172336,0.4666759620747351,1.3785554935861684,0.011712214166201896,0.01505856107083101,0.21639709983268265,1.0,0.06330172894590072
malvinas argentinas,2,8388.0,77464.0,60527.0,33423.0,243702.0,200427.0,17711.0,0.04185064886467392,0.3864948335304126,0.30199025081451103,0.16675896959990422,1.2159140235597001,1.0,0.08836633786865043,23759.0,62560.0,262533.0,12220.0,7696.0,92203.0,209300.0,8001.0,0.11351648351648351,0.2989010989010989,1.254338270425227,0.058385093167701865,0.03677018633540373,0.4405303392259914,1.0,0.03822742474916388,29538.0,47594.0,242249.0,8246.0,7505.0,74067.0,180893.0,9180.0,0.16328990065950588,0.2631058139342042,1.3391839374657948,0.045584959064198176,0.04148861481649373,0.4094519964841094,1.0,0.05074823238046801
mar chiquita,2,374.0,6568.0,2009.0,6618.0,21168.0,17550.0,1214.0,0.02131054131054131,0.3742450142450142,0.11447293447293447,0.3770940170940171,1.2061538461538461,1.0,0.06917378917378918,1636.0,8338.0,23245.0,644.0,641.0,5559.0,17207.0,684.0,0.09507758470389957,0.4845702330446911,1.3509037019817516,0.03742662869762306,0.03725228104841053,0.3230661939908177,1.0,0.03975126402045679,2495.0,6710.0,23249.0,343.0,722.0,4929.0,16708.0,681.0,0.14932966243715584,0.40160402202537704,1.3914891070146038,0.02052908786210199,0.04321283217620302,0.29500837921953554,1.0,0.04075891788364855
marcos paz,2,1051.0,13138.0,7946.0,6625.0,40876.0,31964.0,2921.0,0.032880740833437616,0.4110249030158929,0.24859216618696034,0.2072644224752847,1.2788136653735451,1.0,0.09138405706419722,3939.0,10333.0,43845.0,1458.0,2312.0,13731.0,32851.0,1402.0,0.11990502572220024,0.31454141426440596,1.334662567349548,0.044382210587196734,0.07037837508751636,0.4179781437399166,1.0,0.042677544062585615,4636.0,7558.0,42469.0,1033.0,3549.0,11431.0,30819.0,1664.0,0.1504266848372757,0.24523832700606768,1.3780135630617476,0.03351828417534638,0.11515623479022681,0.3709075570265096,1.0,0.05399266686135176
mercedes,2,1420.0,14265.0,7718.0,15779.0,51907.0,43356.0,2942.0,0.03275209890211274,0.3290202048159424,0.17801457699049728,0.3639404004059415,1.1972276040225114,1.0,0.06785681335916598,4112.0,21665.0,53877.0,1721.0,2154.0,11725.0,42450.0,1198.0,0.09686690223792697,0.5103651354534747,1.2691872791519434,0.04054181389870436,0.05074204946996466,0.2762073027090695,1.0,0.02822143698468787,5722.0,17853.0,53676.0,1311.0,2621.0,10518.0,40199.0,1598.0,0.1423418492997338,0.4441155252618224,1.3352570959476604,0.0326127515609841,0.0652006268812657,0.261648299708948,1.0,0.03975223264260305
merlo,2,11912.0,131054.0,64084.0,56611.0,373940.0,292175.0,23202.0,0.04077008642080945,0.4485462479678275,0.21933430307178917,0.1937571660819714,1.2798494053221527,1.0,0.07941131171387011,33659.0,85631.0,414137.0,17732.0,15798.0,146427.0,309999.0,8739.0,0.1085777696057084,0.2762299233223333,1.3359301159035997,0.05720018451672425,0.050961454714370046,0.47234668498930643,1.0,0.02819041351746296,44144.0,63250.0,399423.0,11243.0,14719.0,129797.0,289128.0,12723.0,0.1526797819650812,0.21876124069616226,1.381474640989458,0.03888589136991229,0.050908248249910075,0.4489257353144628,1.0,0.044004731468415374
monte,2,301.0,4157.0,3729.0,4435.0,17951.0,13799.0,1254.0,0.02181317486774404,0.3012537140372491,0.27023697369374594,0.3214001014566273,1.3008913689397783,1.0,0.09087615044568446,1577.0,6942.0,18646.0,413.0,837.0,3734.0,14142.0,671.0,0.11151180879649272,0.49087823504454814,1.3184839485221327,0.02920379012869467,0.05918540517607128,0.26403620421439683,1.0,0.04744732003959836,1995.0,5870.0,18670.0,235.0,1007.0,3403.0,13032.0,789.0,0.15308471454880296,0.4504297114794352,1.4326273787599755,0.018032535297728667,0.07727133210558625,0.2611264579496624,1.0,0.06054327808471455
monte hermoso,2,144.0,2333.0,875.0,1905.0,7909.0,6089.0,565.0,0.02364920348168829,0.38314994251929707,0.14370175726720316,0.31285925439316803,1.2988996551157825,1.0,0.09279027754967975,226.0,2159.0,7807.0,141.0,2023.0,812.0,5738.0,215.0,0.03938654583478564,0.3762635064482398,1.3605785988149182,0.024573021958870688,0.3525618682467759,0.14151272220285813,1.0,0.037469501568490764,287.0,1806.0,7807.0,90.0,2047.0,798.0,5287.0,306.0,0.05428409305844524,0.34159258558728955,1.4766408170985437,0.017022886324947986,0.3871760923018725,0.15093625874787214,1.0,0.05787781350482315
moreno,2,9604.0,105690.0,57885.0,48413.0,318677.0,247545.0,22913.0,0.03879698640651195,0.4269526752711628,0.23383627219293462,0.1955725221676867,1.2873497747884224,1.0,0.09256094851441152,30647.0,77028.0,351048.0,14060.0,16270.0,113948.0,264254.0,10866.0,0.11597553868626398,0.29149227637046177,1.328449143626965,0.05320638476617194,0.06156955050822315,0.4312063393553172,1.0,0.04111952893806716,37122.0,54951.0,334320.0,8254.0,18290.0,94837.0,234735.0,14384.0,0.1581442903699917,0.234098025432935,1.4242443606620232,0.03516305621232454,0.0779176518201376,0.40401729609985726,1.0,0.06127761092295567
moron,2,10363.0,62748.0,39653.0,77995.0,273068.0,212691.0,10027.0,0.04872326520633219,0.2950195353823152,0.1864347809733369,0.3667056904147331,1.2838719080732142,1.0,0.04714350865810025,21994.0,98770.0,279565.0,14047.0,9495.0,65025.0,214321.0,3336.0,0.1026217682821562,0.46085077990490897,1.3044218718650995,0.06554187410473075,0.04430270482127276,0.3034000401267258,1.0,0.015565436891391884,29792.0,81718.0,273295.0,9020.0,10678.0,57450.0,202221.0,4502.0,0.14732396734265976,0.404102442377399,1.3514669594156887,0.044604665193031384,0.05280361584602984,0.28409512365184625,1.0,0.02226277191785225
navarro,2,126.0,4418.0,1388.0,4335.0,13342.0,11163.0,984.0,0.011287288363343187,0.39577174594643016,0.12433933530412972,0.388336468691212,1.1951984233628952,1.0,0.08814834721848966,789.0,5685.0,14488.0,205.0,789.0,3713.0,11607.0,588.0,0.06797622124579995,0.48979064357715174,1.24821228568967,0.017661755836994916,0.06797622124579995,0.3198931679159128,1.0,0.050659085034892734,1004.0,4887.0,13935.0,115.0,855.0,3241.0,11141.0,647.0,0.09011758369984742,0.4386500314154923,1.2507853873081411,0.010322233192711605,0.07674355982407324,0.2909074589354636,1.0,0.058073781527690514
necochea,2,1585.0,13415.0,11416.0,26594.0,79523.0,59815.0,4970.0,0.026498369974086767,0.22427484744629272,0.1908551366714035,0.44460419627183817,1.3294825712613894,1.0,0.08308952603861908,7545.0,33570.0,83406.0,2016.0,1703.0,13173.0,60516.0,3134.0,0.12467777116795559,0.5547293277810826,1.3782470751536784,0.03331350386674598,0.02814131799854584,0.21767796946262147,1.0,0.051787956903959285,8722.0,27717.0,81424.0,1338.0,1842.0,12297.0,56108.0,2661.0,0.15545020317958225,0.49399372638482925,1.4512012547230342,0.023846866756968704,0.03282954302416768,0.2191666072574321,1.0,0.04742639195836601
nueve de julio,2,714.0,9197.0,4433.0,14442.0,39955.0,32223.0,2774.0,0.022158085839307326,0.28541724854917294,0.13757254135245012,0.44818918164044314,1.2399528287248238,1.0,0.0860875771964125,3424.0,17737.0,40656.0,841.0,1244.0,7245.0,31566.0,1173.0,0.1084711398339986,0.561902046505734,1.287968066907432,0.0266425901286194,0.03940949122473548,0.22951910283216118,1.0,0.037160235696635624,4663.0,14647.0,40871.0,567.0,1382.0,6820.0,30177.0,1292.0,0.1545216555654969,0.48536965238426616,1.3543758491566424,0.018789144050104383,0.0457964675083673,0.22599993372435961,1.0,0.042814063690890414
olavarria,2,2753.0,19405.0,16217.0,25461.0,92959.0,74099.0,9033.0,0.03715299801616756,0.26187937758944113,0.21885585500479088,0.3436078759497429,1.254524352555365,1.0,0.12190447914276846,10862.0,33400.0,94919.0,2840.0,3442.0,19229.0,73025.0,2475.0,0.1487435809654228,0.4573776104073947,1.2998151318041766,0.03889079082505991,0.0471345429647381,0.26332078055460456,1.0,0.03389250256761383,13861.0,24891.0,92379.0,1914.0,3197.0,17742.0,66658.0,4193.0,0.20794203246422036,0.3734135437606889,1.3858651624711213,0.028713732785262083,0.04796123496054487,0.26616460139818177,1.0,0.0629031774130637
patagones,2,363.0,6436.0,2992.0,6617.0,24979.0,18380.0,2031.0,0.019749727965179542,0.3501632208922742,0.16278563656147987,0.3600108813928183,1.359031556039173,1.0,0.11050054406964091,2609.0,8457.0,27104.0,537.0,690.0,6630.0,19322.0,767.0,0.13502742987268399,0.4376876099782631,1.4027533381637511,0.027792154021322846,0.035710588965945554,0.3431321809336508,1.0,0.039695683676638026,2901.0,6381.0,25444.0,230.0,569.0,6247.0,17551.0,868.0,0.165289727081078,0.36356902740584585,1.4497179647883311,0.013104666400774885,0.032419805139308304,0.3559341348071335,1.0,0.04945587146031565
pehuajo,2,537.0,9161.0,5135.0,8728.0,33684.0,27075.0,3143.0,0.019833795013850415,0.3383564173591874,0.18965835641735918,0.32236380424746075,1.2440997229916897,1.0,0.11608494921514312,2634.0,12457.0,34501.0,642.0,865.0,9035.0,25870.0,1220.0,0.10181677618863548,0.48152299961345185,1.3336296868960185,0.024816389640510243,0.03343641283339776,0.3492462311557789,1.0,0.047158871279474296,3902.0,9792.0,33590.0,401.0,695.0,7935.0,24148.0,1465.0,0.16158688090110981,0.405499420241842,1.3910054662912041,0.016605930097730662,0.028780851416266358,0.32859864170945835,1.0,0.060667550107669374
pellegrini,2,32.0,764.0,810.0,2066.0,5149.0,4334.0,590.0,0.007383479464697739,0.1762805722196585,0.1868943239501615,0.4766958929395478,1.1880479926165206,1.0,0.13613290263036457,678.0,2389.0,5134.0,60.0,128.0,524.0,3828.0,270.0,0.17711598746081506,0.624085684430512,1.3411703239289445,0.01567398119122257,0.03343782654127482,0.13688610240334378,1.0,0.07053291536050156,738.0,1963.0,5136.0,24.0,173.0,487.0,3594.0,312.0,0.20534223706176963,0.5461880912632164,1.4290484140233723,0.00667779632721202,0.04813578185865331,0.13550361713967723,1.0,0.08681135225375626
pergamino,2,2016.0,17878.0,11504.0,29690.0,86356.0,65675.0,6246.0,0.03069661210506281,0.27221926151503617,0.1751655881233346,0.4520746098210887,1.3148991244765893,1.0,0.09510468214693567,6549.0,38075.0,89457.0,2425.0,3194.0,15616.0,67776.0,2068.0,0.09662712464589235,0.5617770302171861,1.3198919971671388,0.03577962700661001,0.04712582625118036,0.23040604343720492,1.0,0.030512275731822473,6940.0,29367.0,82976.0,1396.0,3991.0,13222.0,58957.0,3514.0,0.117712909408552,0.49810879115287415,1.4073986125481284,0.02367827399630239,0.06769340366707939,0.22426514239191275,1.0,0.05960276133453195
