,,,ELECTORES,ELECTORES,ELECTORES,VOTANTES,VOTANTES,VOTANTES,CAMBIEMOS,CAMBIEMOS,CAMBIEMOS,ALIANZA FRENTE PARA LA VICTORIA,UNIDAD CIUDADANA,UNIDAD CIUDADANA,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA),1PAIS,1PAIS,VOTOS BLANCOS,VOTOS BLANCOS,VOTOS BLANCOS,FRENTE JUSTICIALISTA,FRENTE JUSTICIALISTA,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES
,,,DN_2015,paso_2017,DN_2017,DN_2015,paso_2017,DN_2017,DN_2015,paso_2017,DN_2017,DN_2015,paso_2017,DN_2017,DN_2015,paso_2017,DN_2017,DN_2015,paso_2017,DN_2017,paso_2017,DN_2017,paso_2017,DN_2017,DN_2015
dpto_merger_str,circuito,PROV_REF_ID,,,,,,,,,,,,,,,,,,,,,,,
quilmes,0784,2,140.43,136.17,128.66,100.0,100.0,100.0,43.85,47.77,52.43,24.37,23.44,25.36,15.909999999999998,13.209999999999999,8.91,5.19,2.35,1.5699999999999998,4.95,3.9,4.71,6.13,4.8
quilmes,0785,2,153.51999999999998,149.35,133.07999999999998,100.0,100.0,100.0,44.09,48.66,51.449999999999996,24.44,24.91,25.4,16.689999999999998,13.969999999999999,8.73,4.6,2.8000000000000003,1.55,5.11,3.85,5.2,6.77,5.489999999999999
quilmes,0785A,2,122.14,128.85,127.86,100.0,100.0,100.0,38.91,38.89,47.49,29.270000000000003,29.04,32.269999999999996,18.83,14.37,9.73,5.970000000000001,2.8000000000000003,2.12,5.11,4.26,4.5,6.550000000000001,4.859999999999999
quilmes,0785B,2,126.61,142.12,133.76999999999998,100.0,100.0,100.0,33.48,35.86,42.309999999999995,35.5,35.18,37.36,19.7,14.23,9.44,6.34,3.5999999999999996,2.13,5.949999999999999,4.53,4.2299999999999995,5.89,4.9399999999999995
quilmes,0786,2,133.07,156.49,143.94,100.0,100.0,100.0,32.190000000000005,35.06,38.43,41.9,38.98,40.69,17.71,12.47,8.43,7.04,5.33,2.87,6.239999999999999,4.31,4.279999999999999,5.4399999999999995,4.84
quilmes,0786A,2,128.94,136.48,126.18,100.0,100.0,100.0,31.369999999999997,33.739999999999995,37.91,37.6,38.59,40.56,20.04,15.76,10.459999999999999,7.000000000000001,4.109999999999999,1.9300000000000002,5.7299999999999995,4.53,4.02,5.57,4.6899999999999995
quilmes,0787,2,120.63,127.16000000000001,128.48,100.0,100.0,100.0,42.28,45.03,50.839999999999996,25.240000000000002,25.069999999999997,27.35,14.31,12.049999999999999,8.62,4.65,2.9899999999999998,1.7500000000000002,4.1000000000000005,3.6900000000000004,4.3,6.23,5.18
quilmes,0787A,2,155.24,149.84,141.67000000000002,100.0,100.0,100.0,45.550000000000004,49.220000000000006,52.51,21.98,21.5,22.96,13.76,12.370000000000001,8.02,3.4000000000000004,2.4,1.32,4.25,3.54,4.68,6.7,5.06
quilmes,0788,2,125.85,141.45000000000002,135.87,100.0,100.0,100.0,17.62,17.7,23.44,54.87,53.47,57.730000000000004,18.310000000000002,12.64,8.06,8.200000000000001,5.46,2.91,5.91,5.08,3.26,4.6899999999999995,3.4799999999999995
quilmes,0788A,2,129.06,140.1,134.54999999999998,100.0,100.0,100.0,20.62,22.18,28.79,45.75,44.99,50.480000000000004,18.41,12.9,8.559999999999999,9.49,5.91,3.4799999999999995,6.83,5.83,3.9699999999999998,5.54,4.05
quilmes,0788B,2,131.17000000000002,143.16,130.46,100.0,100.0,100.0,26.889999999999997,26.32,31.819999999999997,45.769999999999996,41.83,44.68,21.45,14.26,9.3,9.950000000000001,5.24,3.3000000000000003,7.3,5.24,4.03,5.29,4.53
quilmes,0788C,2,118.66000000000001,134.83,136.82000000000002,100.0,100.0,100.0,14.78,14.66,22.15,55.620000000000005,53.31,61.85000000000001,16.63,10.96,8.34,10.36,7.21,4.37,6.5600000000000005,5.34,3.39,4.5600000000000005,3.38
quilmes,0791,2,137.95999999999998,138.57999999999998,127.01,100.0,100.0,100.0,37.57,39.69,44.35,30.830000000000002,30.31,31.4,19.81,14.979999999999999,9.719999999999999,5.89,2.5700000000000003,1.68,6.16,4.84,4.87,6.13,5.35
quilmes,0791A,2,125.96000000000001,146.39,137.51,100.0,100.0,100.0,26.3,27.060000000000002,33.09,42.43,41.57,44.58,20.71,15.740000000000002,10.66,9.6,5.37,2.8400000000000003,7.16,5.42,4.16,5.93,4.55
quilmes,0791B,2,125.11000000000001,152.92,140.95,100.0,100.0,100.0,31.72,33.15,38.66,36.22,33.87,36.67,20.59,14.09,9.049999999999999,7.779999999999999,4.38,2.3,6.08,5.09,4.06,5.38,4.55
ramallo,0797,2,125.37,139.85,132.20000000000002,100.0,100.0,100.0,28.599999999999998,31.869999999999997,40.26,38.65,24.44,33.18,16.96,29.2,18.490000000000002,13.07,9.6,6.25,2.7199999999999998,3.1199999999999997,2.4299999999999997,3.9699999999999998,2.1399999999999997
ramallo,0798,2,119.98,137.29,139.6,100.0,100.0,100.0,37.08,44.57,58.77,30.099999999999998,23.27,28.360000000000003,17.22,24.82,15.03,11.76,10.040000000000001,6.34,2.5,3.1399999999999997,3.18,4.25,2.73
ramallo,0800,2,115.53999999999999,129.85,124.63,100.0,100.0,100.0,25.28,21.43,31.569999999999997,43.28,43.59,42.39,15.78,14.01,11.43,12.33,8.15,6.68,3.85,4.31,0.8200000000000001,2.46,1.97
ramallo,0801,2,inf,141.07,132.20000000000002,,100.0,100.0,inf,46.43,54.24,inf,17.86,8.469999999999999,inf,33.93,33.900000000000006,inf,1.79,1.69,0.0,1.69,0.0,0.0,inf
ramallo,0802,2,105.56,126.66999999999999,118.75,100.0,100.0,100.0,61.11,53.33,50.0,22.220000000000002,20.0,25.0,5.56,13.33,25.0,5.56,6.67,0.0,0.0,0.0,0.0,0.0,5.56
ramallo,0803,2,115.75999999999999,136.71,119.17999999999999,100.0,100.0,100.0,38.79,43.76,46.89,29.81,28.560000000000002,31.929999999999996,16.16,18.3,9.45,10.61,8.57,4.99,5.220000000000001,5.050000000000001,1.06,1.48,1.96
ramallo,0804,2,118.75,128.07999999999998,124.58,100.0,100.0,100.0,40.26,43.41,54.620000000000005,25.0,20.09,20.59,21.32,22.89,14.92,9.01,7.13,4.2,1.94,3.36,1.3,1.68,1.6500000000000001
rauch,0806,2,120.92,130.29999999999998,123.22,100.0,100.0,100.0,42.29,42.9,52.35999999999999,37.38,33.93,32.57,6.3,9.91,6.890000000000001,14.799999999999999,7.75,6.550000000000001,2.0,2.0,1.23,2.4299999999999997,2.16
rauch,0807,2,139.39,172.73000000000002,133.32999999999998,100.0,100.0,100.0,45.45,45.45,62.96000000000001,27.27,4.55,14.81,18.18,13.639999999999999,7.41,0.0,18.18,3.6999999999999997,4.55,3.6999999999999997,0.0,0.0,0.0
rauch,0808,2,147.06,238.45999999999998,157.89,100.0,100.0,100.0,52.94,53.849999999999994,57.89,31.369999999999997,19.23,18.42,7.84,15.379999999999999,15.790000000000001,7.84,0.0,2.63,0.0,2.63,3.85,2.63,0.0
rauch,0809,2,136.35999999999999,1200.0,220.00000000000003,100.0,100.0,100.0,54.55,0.0,60.0,18.18,100.0,40.0,0.0,0.0,0.0,18.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rauch,0810,2,,260.0,146.51000000000002,,100.0,100.0,,32.0,41.86,,28.000000000000004,37.21,,32.0,11.63,,4.0,9.3,0.0,2.33,0.0,0.0,
rauch,0811,2,,175.34,128.57,,100.0,100.0,,43.84,58.160000000000004,,31.509999999999998,28.57,,13.700000000000001,5.1,,5.48,5.1,0.0,0.0,1.37,2.04,
rauch,0812,2,124.39,235.29,122.58,100.0,100.0,100.0,48.78,47.06,64.52,21.95,23.53,19.35,7.32,11.76,0.0,17.07,5.88,3.2300000000000004,0.0,6.45,0.0,0.0,0.0
rauch,0813,2,124.59,139.0,125.69,100.0,100.0,100.0,55.74,70.0,74.31,20.49,17.0,14.680000000000001,8.200000000000001,9.0,6.419999999999999,13.11,2.0,3.6700000000000004,0.0,0.0,0.0,0.0,0.8200000000000001
rivadavia,0815,2,118.12,132.71,125.72000000000001,100.0,100.0,100.0,51.04,41.48,49.59,9.87,15.440000000000001,15.540000000000001,23.93,25.52,20.96,12.42,8.89,7.03,4.7,4.38,0.98,1.4200000000000002,0.91
rivadavia,0816,2,117.61999999999999,126.42,122.93,100.0,100.0,100.0,48.19,48.010000000000005,53.04,8.55,10.23,13.54,31.61,30.680000000000003,24.310000000000002,8.81,5.680000000000001,3.3099999999999996,3.1199999999999997,4.7,0.27999999999999997,1.0999999999999999,1.04
rivadavia,0817,2,202.94,128.36,120.16,100.0,100.0,100.0,74.83999999999999,40.02,47.199999999999996,25.0,16.49,16.32,52.61,26.58,22.91,14.219999999999999,8.93,5.3100000000000005,4.73,4.82,0.42,3.05,2.29
rivadavia,0818,2,131.43,195.0,177.26999999999998,100.0,100.0,100.0,57.14,50.0,54.55,11.43,15.0,4.55,20.0,25.0,27.27,11.43,0.0,4.55,10.0,9.09,0.0,0.0,0.0
rivadavia,0819,2,130.77,147.62,136.1,100.0,100.0,100.0,61.53999999999999,48.68,60.980000000000004,6.79,13.23,15.61,16.29,19.580000000000002,11.219999999999999,12.67,11.110000000000001,4.88,3.17,4.88,0.53,2.44,1.3599999999999999
rivadavia,0820,2,172.97,132.47,127.98,100.0,100.0,100.0,64.11,51.019999999999996,57.269999999999996,14.71,15.27,14.32,51.800000000000004,19.68,17.380000000000003,13.66,6.22,5.36,3.73,3.61,0.8999999999999999,1.7500000000000002,0.8999999999999999
rivadavia,0821,2,131.82,218.18,184.62,100.0,100.0,100.0,45.45,27.27,38.46,4.55,18.18,7.6899999999999995,31.819999999999997,36.36,30.769999999999996,18.18,0.0,0.0,18.18,23.080000000000002,0.0,0.0,0.0
rojas,0823,2,120.25999999999999,135.67000000000002,128.63,100.0,100.0,100.0,42.94,43.86,54.84,18.86,23.119999999999997,23.68,20.979999999999997,19.259999999999998,12.26,12.21,6.5,5.800000000000001,3.55,3.74,1.4200000000000002,2.3800000000000003,2.37
rojas,0824,2,121.66999999999999,138.0,124.07,100.0,100.0,100.0,40.0,32.0,42.59,15.0,34.0,29.630000000000003,33.33,22.0,16.669999999999998,8.33,6.0,3.6999999999999997,2.0,1.8499999999999999,0.0,1.8499999999999999,0.0
rojas,0825,2,125.22999999999999,164.47,146.43,100.0,100.0,100.0,67.57,76.32,80.95,6.3100000000000005,7.89,8.33,14.41,9.21,5.949999999999999,10.81,1.32,0.0,0.0,2.3800000000000003,0.0,2.3800000000000003,0.0
rojas,0826,2,112.58999999999999,112.79999999999998,111.11,100.0,100.0,100.0,55.559999999999995,60.8,67.46,16.3,15.2,13.489999999999998,17.78,12.0,10.32,8.89,5.6000000000000005,3.17,3.2,3.9699999999999998,0.0,1.59,0.0
rojas,0827,2,116.89,124.70000000000002,123.54,100.0,100.0,100.0,41.620000000000005,42.99,58.47,27.66,18.16,19.05,16.520000000000003,22.43,11.379999999999999,10.4,6.01,4.63,5.74,4.1000000000000005,0.9299999999999999,2.25,0.86
rojas,0828,2,126.98,157.5,137.78,100.0,100.0,100.0,49.21,52.5,62.22,12.7,20.0,22.220000000000002,17.46,12.5,8.89,14.29,0.0,0.0,2.5,0.0,5.0,2.22,1.59
rojas,0829,2,143.23999999999998,236.35999999999999,159.38000000000002,100.0,100.0,100.0,48.65,40.910000000000004,56.25,5.41,13.639999999999999,9.379999999999999,24.32,31.819999999999997,15.620000000000001,21.62,13.639999999999999,12.5,0.0,3.1199999999999997,0.0,0.0,0.0
rojas,0830,2,167.26000000000002,127.60000000000001,122.10000000000001,100.0,100.0,100.0,78.61,60.74,66.74,24.34,16.400000000000002,17.349999999999998,20.94,13.51,8.51,15.49,2.31,2.54,2.77,3.2,0.8099999999999999,1.22,1.3299999999999998
roque perez,0832,2,124.86999999999999,130.87,123.71000000000001,100.0,100.0,100.0,34.57,45.989999999999995,48.13,33.239999999999995,26.35,26.97,18.84,18.87,14.430000000000001,12.47,5.64,4.47,2.8000000000000003,2.75,0.8699999999999999,1.8800000000000001,1.6400000000000001
roque perez,0833,2,132.39000000000001,inf,inf,100.0,,,48.83,inf,inf,21.6,inf,inf,18.78,inf,inf,0.0,inf,,inf,inf,inf,inf,1.8800000000000001
roque perez,0834,2,136.0,144.82999999999998,137.56,100.0,100.0,100.0,39.6,52.71,57.75,27.200000000000003,23.65,20.19,17.599999999999998,15.27,13.62,11.600000000000001,2.96,3.29,0.49,3.7600000000000002,1.97,1.41,2.4
roque perez,0835,2,126.92000000000002,139.68,130.83,100.0,100.0,100.0,53.21,61.11,64.66,18.59,16.669999999999998,16.54,15.379999999999999,13.489999999999998,11.28,6.41,5.56,3.01,0.79,1.5,0.79,2.26,3.2099999999999995
roque perez,0836,2,125.32000000000001,133.1,126.53000000000002,100.0,100.0,100.0,25.650000000000002,28.83,32.31,42.86,35.94,42.52,17.21,25.979999999999997,18.029999999999998,11.360000000000001,3.56,2.3800000000000003,1.0699999999999998,2.7199999999999998,0.36,0.6799999999999999,0.32
roque perez,0837,2,141.57,189.23000000000002,157.69,100.0,100.0,100.0,65.16999999999999,70.77,76.92,7.870000000000001,13.850000000000001,10.26,12.36,9.229999999999999,6.41,13.48,6.15,2.56,0.0,1.28,0.0,0.0,0.0
saavedra,0839,2,135.67000000000002,142.38,140.3,100.0,100.0,100.0,35.18,42.970000000000006,47.199999999999996,34.0,26.86,29.95,13.11,10.56,9.44,9.2,4.42,2.93,4.49,4.17,3.2300000000000004,5.34,2.36
saavedra,0840,2,128.51999999999998,135.99,133.09,100.0,100.0,100.0,37.04,49.38,53.18000000000001,29.299999999999997,21.65,23.18,14.44,13.74,11.88,8.64,3.7699999999999996,3.3300000000000005,3.93,3.1,1.8800000000000001,2.86,2.25
saavedra,0841,2,126.92000000000002,129.25,121.75,100.0,100.0,100.0,37.5,45.25,49.65,31.009999999999998,22.5,25.06,17.549999999999997,18.5,17.26,8.17,5.0,2.8400000000000003,1.0,1.6500000000000001,1.5,0.7100000000000001,1.2
saavedra,0842,2,119.51,122.97,122.13000000000001,100.0,100.0,100.0,47.39,50.36000000000001,59.150000000000006,19.37,17.83,18.44,15.379999999999999,18.4,14.75,9.34,3.42,1.9900000000000002,3.85,2.41,1.43,1.9900000000000002,1.79
saavedra,0843,2,119.54,129.59,124.25999999999999,100.0,100.0,100.0,46.44,55.87,62.25000000000001,23.91,19.64,14.95,8.74,15.310000000000002,13.969999999999999,9.2,3.5700000000000003,2.45,1.28,1.96,1.02,2.94,2.07
saavedra,0844,2,127.35000000000001,137.75,134.78,100.0,100.0,100.0,50.849999999999994,48.53,51.690000000000005,28.63,26.47,30.919999999999998,11.540000000000001,9.8,8.7,4.7,1.96,0.97,5.390000000000001,4.35,2.94,1.9300000000000002,1.28
saladillo,0846,2,123.44,134.63,130.84,100.0,100.0,100.0,48.24,51.839999999999996,59.39,23.27,24.34,23.16,10.31,10.43,8.1,15.290000000000001,5.67,3.8600000000000003,2.7,2.73,1.5,2.67,2.46
saladillo,0847,2,122.39999999999999,126.15,121.92,100.0,100.0,100.0,50.79,47.0,55.48,20.5,25.09,24.66,11.360000000000001,13.43,10.27,15.459999999999999,5.65,4.109999999999999,2.4699999999999998,2.4,1.77,1.37,1.58
saladillo,0848,2,128.75,153.97,137.68,100.0,100.0,100.0,56.25,61.9,69.57,16.25,15.870000000000001,23.189999999999998,17.5,7.9399999999999995,4.35,6.25,6.35,2.9000000000000004,0.0,0.0,0.0,0.0,0.0
saladillo,0849,2,176.5,136.32999999999998,132.97,100.0,100.0,100.0,46.989999999999995,39.93,52.31,39.54,28.68,29.23,28.08,16.31,8.24,20.06,5.06,4.18,4.05,3.4099999999999997,1.5699999999999998,2.31,3.15
saladillo,0849A,2,128.43,132.29999999999998,128.07,100.0,100.0,100.0,49.4,49.61,58.9,12.29,13.44,15.540000000000001,19.52,21.709999999999997,15.040000000000001,13.98,5.17,3.26,2.8400000000000003,2.76,1.81,2.76,1.4500000000000002
saladillo,0850,2,123.12,135.81,132.45,100.0,100.0,100.0,48.84,49.66,53.64,29.48,29.049999999999997,27.48,6.36,10.14,6.619999999999999,14.16,3.04,3.9699999999999998,3.04,4.64,1.69,1.9900000000000002,0.58
saladillo,0851,2,126.58,169.09,137.88,100.0,100.0,100.0,60.760000000000005,52.73,63.63999999999999,10.13,10.91,10.61,20.25,25.45,16.669999999999998,8.86,0.0,1.52,3.64,3.0300000000000002,1.82,1.52,0.0
saladillo,0852,2,135.14,172.92000000000002,156.19,100.0,100.0,100.0,66.22,79.17,82.86,8.110000000000001,3.1199999999999997,2.86,8.780000000000001,12.5,8.57,14.19,3.1199999999999997,3.81,1.04,1.9,0.0,0.0,1.35
salliquelo,0746,2,121.03999999999999,132.83,128.9,100.0,100.0,100.0,43.61,46.6,51.13999999999999,30.099999999999998,21.54,24.02,9.22,7.91,6.0,14.37,17.23,14.729999999999999,3.38,1.95,0.63,1.15,0.8500000000000001
salliquelo,0746A,2,116.60999999999999,120.63,117.24000000000001,100.0,100.0,100.0,47.05,43.419999999999995,49.230000000000004,30.44,24.560000000000002,28.74,10.52,12.57,7.85,10.89,12.57,11.110000000000001,3.54,1.53,0.2,1.34,0.18
salto,0854,2,128.29,141.15,138.26,100.0,100.0,100.0,32.82,36.0,47.43,30.54,24.51,29.39,20.349999999999998,16.669999999999998,10.22,11.23,9.87,8.1,9.45,7.89,2.86,3.5000000000000004,3.32
salto,0855,2,158.97,134.73999999999998,129.1,100.0,100.0,100.0,55.14,50.55,60.95,31.119999999999997,13.29,19.68,23.27,11.78,6.36,9.719999999999999,6.65,4.44,7.249999999999999,5.050000000000001,2.01,3.52,2.71
salto,0855A,2,141.82,177.78,147.62,100.0,100.0,100.0,58.18,69.44,80.95,12.73,2.78,0.0,14.549999999999999,8.33,2.3800000000000003,5.45,11.110000000000001,9.520000000000001,5.56,7.140000000000001,0.0,0.0,0.0
salto,0856,2,117.46000000000001,122.61999999999999,118.91000000000001,100.0,100.0,100.0,44.78,44.67,56.18,22.39,14.95,16.73,19.35,19.439999999999998,8.36,9.68,7.1,6.0,10.47,10.0,1.5,2.55,2.2800000000000002
salto,0857,2,120.58,136.23000000000002,129.79,100.0,100.0,100.0,35.38,41.25,52.2,29.24,19.950000000000003,21.89,18.41,19.27,13.209999999999999,10.65,8.68,6.74,6.92,5.050000000000001,1.22,0.91,2.35
salto,0857A,2,127.27,160.87,156.51999999999998,100.0,100.0,100.0,42.42,30.43,47.83,33.33,21.740000000000002,30.43,12.120000000000001,17.39,4.35,6.0600000000000005,8.7,4.35,8.7,8.7,0.0,0.0,0.0
salto,0857B,2,125.71000000000001,138.54,140.86,100.0,100.0,100.0,40.0,39.58,50.54,26.669999999999998,17.71,29.03,15.24,13.54,4.3,9.520000000000001,11.459999999999999,4.3,11.459999999999999,6.45,3.1199999999999997,5.38,2.86
salto,0858,2,137.93,160.56,inf,100.0,100.0,,0.0,23.94,inf,37.36,27.46,inf,24.709999999999997,23.94,inf,33.33,9.86,,9.86,inf,2.11,inf,1.72
san andres de giles,0860,2,120.0,129.83,128.03,100.0,100.0,100.0,28.76,40.07,43.980000000000004,22.400000000000002,22.400000000000002,25.330000000000002,27.27,16.39,15.540000000000001,16.35,9.569999999999999,11.58,4.29,3.42,1.21,2.07,1.7000000000000002
san andres de giles,0861,2,115.53,124.88,117.9,100.0,100.0,100.0,36.99,47.63,49.89,23.29,18.01,21.92,24.43,15.64,17.0,10.05,5.6899999999999995,4.47,3.32,2.91,1.9,3.8,1.83
san andres de giles,0862,2,137.66,,143.48000000000002,100.0,,100.0,27.27,,52.17,15.58,,21.740000000000002,29.87,,8.7,22.08,,5.800000000000001,,10.14,,1.4500000000000002,1.3
san andres de giles,0862A,2,inf,147.66,137.95999999999998,,100.0,100.0,inf,44.529999999999994,44.529999999999994,inf,23.44,31.39,inf,14.84,14.6,inf,9.379999999999999,5.11,3.1199999999999997,2.19,0.7799999999999999,2.19,
san andres de giles,0863,2,116.19999999999999,125.38,123.16,100.0,100.0,100.0,34.08,43.69,48.08,27.750000000000004,21.02,28.02,21.27,16.97,12.24,10.99,6.76,6.05,3.75,4.130000000000001,1.5,1.47,2.11
san andres de giles,0863A,2,120.6,127.76,124.22999999999999,100.0,100.0,100.0,23.28,32.81,38.65,29.849999999999998,37.22,40.489999999999995,24.48,12.93,11.35,16.12,8.200000000000001,5.83,2.8400000000000003,1.53,0.95,1.23,1.79
san andres de giles,0864,2,162.17,133.42000000000002,126.74000000000001,100.0,100.0,100.0,24.21,28.34,27.060000000000002,53.22,36.720000000000006,40.06,36.95,15.629999999999999,20.080000000000002,19.55,8.260000000000002,6.97,7.37,5.3100000000000005,0.76,0.52,0.88
san antonio de areco,0866,2,117.86000000000001,125.51,119.59,100.0,100.0,100.0,41.46,45.33,53.44,36.69,25.35,28.76,9.0,11.86,6.859999999999999,8.59,3.62,2.71,4.52,2.58,4.1000000000000005,4.109999999999999,3.1399999999999997
san antonio de areco,0867,2,230.12,,124.33000000000001,100.0,,100.0,67.7,,44.11,79.81,,36.120000000000005,13.98,,8.17,19.25,,4.5600000000000005,,2.6599999999999997,,3.04,5.28
san antonio de areco,0868,2,122.22,146.43,128.11999999999998,100.0,100.0,100.0,46.300000000000004,39.290000000000006,56.25,38.89,25.0,31.25,9.26,10.71,6.25,1.8499999999999999,3.5700000000000003,0.0,7.140000000000001,3.1199999999999997,0.0,3.1199999999999997,0.0
san antonio de areco,0869,2,114.08,125.44999999999999,116.82,100.0,100.0,100.0,46.33,45.16,54.279999999999994,31.09,25.119999999999997,26.61,11.0,13.79,9.94,9.24,3.2800000000000002,2.75,6.7299999999999995,3.36,1.97,3.06,1.17
san antonio de areco,0870,2,112.17999999999999,186.17,118.94,100.0,100.0,100.0,24.740000000000002,44.68,38.68,31.680000000000003,55.85,37.88,15.790000000000001,22.869999999999997,10.22,9.32,8.33,3.11,10.280000000000001,6.21,1.77,2.3,1.3299999999999998
san cayetano,0871,2,123.16,140.24,133.31,100.0,100.0,100.0,50.31,52.83,58.18,24.09,18.35,17.82,10.5,21.91,18.279999999999998,12.46,6.17,7.86,0.98,1.26,0.67,1.1900000000000002,1.05
san cayetano,0871A,2,,165.79,157.5,,100.0,100.0,,81.58,80.0,,2.63,2.5,,7.89,10.0,,7.89,5.0,0.0,2.5,0.0,0.0,
san cayetano,0871B,2,115.07000000000001,131.67,119.7,100.0,100.0,100.0,91.78,86.67,92.42,1.37,0.0,1.52,1.37,8.33,4.55,4.109999999999999,1.67,0.0,0.0,1.52,3.3300000000000005,0.0,1.37
san cayetano,0871C,2,136.51,154.72,133.32999999999998,100.0,100.0,100.0,55.559999999999995,64.14999999999999,68.33,12.7,1.8900000000000001,3.3300000000000005,4.760000000000001,9.43,6.67,23.810000000000002,16.98,15.0,5.66,5.0,1.8900000000000001,1.67,1.59
san cayetano,0871D,2,100.0,200.0,200.0,100.0,100.0,100.0,75.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
san fernando,0872,2,178.28,179.26,170.9,100.0,100.0,100.0,35.199999999999996,43.769999999999996,48.59,12.44,11.91,12.379999999999999,21.8,18.82,12.46,2.8400000000000003,2.03,2.3800000000000003,3.29,2.5,2.73,4.71,3.5900000000000003
san fernando,0873,2,121.51,124.27,122.64999999999999,100.0,100.0,100.0,45.86,53.669999999999995,60.17,12.64,12.49,13.08,24.759999999999998,21.29,15.5,5.89,2.67,2.6,3.16,2.97,3.05,4.95,4.66
san fernando,0874,2,127.0,154.97,155.07,100.0,100.0,100.0,29.49,39.08,47.870000000000005,26.57,28.1,32.11,28.43,29.54,21.91,6.1899999999999995,3.2,4.77,4.64,3.8600000000000003,4.31,6.02,4.02
san fernando,0875,2,121.32000000000001,125.78,122.92,100.0,100.0,100.0,35.3,42.83,50.89,17.76,16.82,19.86,34.13,24.4,17.44,4.15,3.2,2.35,3.7900000000000005,3.35,3.5700000000000003,5.6899999999999995,4.08
san fernando,0876,2,122.89000000000001,155.38,127.07,100.0,100.0,100.0,23.880000000000003,32.47,34.2,29.12,32.96,31.490000000000002,29.4,29.520000000000003,18.509999999999998,10.040000000000001,9.91,6.49,6.819999999999999,4.31,3.58,4.54,3.64
san fernando,0877,2,129.95000000000002,132.36,124.86,100.0,100.0,100.0,22.2,24.560000000000002,30.7,32.2,29.73,31.14,35.24,29.17,22.43,9.58,5.6000000000000005,6.3,5.28,3.7600000000000002,3.75,4.88,4.45
san fernando,0878,2,128.31,150.41,135.28,100.0,100.0,100.0,19.99,22.82,28.59,32.39,30.049999999999997,32.51,36.88,32.4,22.189999999999998,9.13,6.1899999999999995,6.18,4.47,3.6900000000000004,4.2299999999999995,4.8500000000000005,4.2
san fernando,0878A,2,121.14,133.21,123.05,100.0,100.0,100.0,16.689999999999998,18.459999999999997,22.41,37.2,37.45,39.53,32.33,30.39,21.55,12.0,9.87,8.73,4.24,3.4799999999999995,3.0,3.85,2.8400000000000003
san fernando,0879,2,122.57000000000001,131.01,124.38,100.0,100.0,100.0,25.21,29.9,36.74,24.52,24.88,26.14,37.12,31.759999999999998,23.599999999999998,7.13,5.0200000000000005,4.62,3.56,3.25,4.31,5.34,4.4799999999999995
san fernando,0879A,2,134.45,138.11,134.85,100.0,100.0,100.0,17.94,19.88,26.950000000000003,30.819999999999997,28.860000000000003,32.85,37.81,32.32,23.799999999999997,9.93,6.6000000000000005,7.359999999999999,4.36,3.73,3.09,4.54,3.5999999999999996
san fernando,0880,2,121.34,129.97,124.05,100.0,100.0,100.0,53.190000000000005,59.99,64.96,13.5,12.540000000000001,13.120000000000001,20.62,18.029999999999998,12.11,3.02,1.9900000000000002,2.0,2.94,2.53,3.63,4.91,3.71
san fernando,0880A,2,124.8,165.92,119.89000000000001,100.0,100.0,100.0,19.35,25.03,24.9,39.0,49.13,39.33,32.45,35.52,18.94,12.85,10.11,8.16,6.239999999999999,4.87,3.8699999999999997,3.61,3.3000000000000003
san fernando,0880B,2,120.54,143.65,124.94000000000001,100.0,100.0,100.0,32.18,40.67,41.0,25.3,25.56,27.810000000000002,29.18,25.319999999999997,18.69,5.4,4.06,3.5700000000000003,4.53,3.37,4.16,5.01,4.16
san fernando,0881,2,175.26,298.12,238.14000000000001,100.0,100.0,100.0,22.41,25.94,30.330000000000002,36.36,32.71,31.53,17.119999999999997,18.05,12.91,19.45,15.790000000000001,11.709999999999999,6.77,8.110000000000001,5.26,5.41,2.75
san fernando,0882,2,177.73000000000002,217.11,209.28,100.0,100.0,100.0,28.15,26.740000000000002,36.6,36.97,23.53,27.839999999999996,18.07,18.18,13.919999999999998,10.92,7.489999999999999,5.1499999999999995,12.3,10.82,2.1399999999999997,5.67,2.94
san fernando,0882A,2,161.02,187.35,177.76000000000002,100.0,100.0,100.0,28.910000000000004,30.86,43.519999999999996,31.819999999999997,24.79,26.72,22.48,19.56,13.919999999999998,10.8,7.59,5.28,9.44,8.16,2.36,2.4,2.48
san isidro,0887,2,136.34,151.4,145.45,100.0,100.0,100.0,67.78999999999999,59.97,64.82,11.65,9.47,10.530000000000001,10.31,7.95,5.46,3.29,2.77,1.95,2.63,2.31,2.85,4.42,4.1000000000000005
san isidro,0888,2,127.71,130.10999999999999,124.37,100.0,100.0,100.0,60.75000000000001,64.82,68.60000000000001,14.01,13.19,13.94,12.49,10.05,6.8500000000000005,3.16,2.5100000000000002,2.19,3.51,2.62,3.74,5.2,4.2
