dpto_merger_str,circuito,PROV_REF_ID,ELECTORES,VOTANTES,CAMBIEMOS,UNIDAD CIUDADANA,1PAIS,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,FRENTE JUSTICIALISTA,VOTOS BLANCOS
la plata,0519,2,6545.0,4768.0,2223.0,1241.0,299.0,454.0,222.0,124.0
avellaneda,0030,2,6138.0,4879.0,2170.0,1620.0,431.0,347.0,173.0,97.0
general alvarado,0306,2,6041.0,4646.0,1985.0,1388.0,805.0,107.0,167.0,459.0
comuna 01,0018,1,7504.0,3996.0,2182.0,1519.0,,325.0,,57.0
la plata,0508B,2,6153.0,4588.0,1470.0,2049.0,472.0,227.0,356.0,218.0
villarino,1007,2,6171.0,4527.0,1754.0,790.0,1009.0,132.0,353.0,584.0
berisso,0511,2,5787.0,4515.0,1922.0,1564.0,534.0,273.0,279.0,194.0
la plata,0509,2,6871.0,4169.0,1479.0,1356.0,449.0,173.0,221.0,165.0
canuelas,0158A,2,5817.0,4235.0,1079.0,2710.0,318.0,260.0,210.0,183.0
bahia blanca,0088,2,5803.0,4402.0,1951.0,1064.0,476.0,270.0,428.0,163.0
bahia blanca,0079,2,5684.0,4432.0,2468.0,885.0,330.0,250.0,310.0,126.0
general pueyrredon,0369,2,6161.0,4166.0,1737.0,1365.0,395.0,187.0,163.0,170.0
mercedes,0639,2,5599.0,4178.0,1523.0,1833.0,484.0,147.0,269.0,171.0
florencio varela,0302F,2,5490.0,4329.0,946.0,2123.0,444.0,192.0,227.0,314.0
carlos tejedor,0169,2,5283.0,4279.0,1848.0,835.0,419.0,111.0,695.0,323.0
san isidro,0894,2,5905.0,3735.0,3156.0,337.0,178.0,159.0,73.0,72.0
la costa,0337A,2,6281.0,3946.0,1490.0,1097.0,302.0,160.0,94.0,190.0
comuna 12,0131,1,5666.0,4490.0,2220.0,864.0,,244.0,,37.0
coronel de marina l. rosales,0248D,2,5250.0,4072.0,2171.0,706.0,551.0,133.0,183.0,259.0
pellegrini,0743,2,5134.0,3828.0,2389.0,524.0,678.0,60.0,128.0,270.0
comuna 04,0046,1,6034.0,3329.0,1968.0,1312.0,,319.0,,43.0
san nicolas,0911,2,4965.0,4020.0,1686.0,1281.0,506.0,119.0,219.0,202.0
tigre,0533,2,5375.0,3811.0,1182.0,1244.0,643.0,370.0,199.0,140.0
bahia blanca,0078,2,5035.0,3979.0,2440.0,631.0,277.0,237.0,261.0,104.0
la plata,0474,2,5070.0,3790.0,2379.0,846.0,243.0,307.0,194.0,77.0
avellaneda,0026,2,5168.0,3870.0,445.0,2862.0,185.0,105.0,131.0,133.0
puan,0778,2,5277.0,3470.0,2518.0,600.0,460.0,169.0,92.0,136.0
chascomus,0207L,2,4750.0,3961.0,1981.0,1180.0,259.0,125.0,98.0,303.0
la plata,0503,2,4868.0,3725.0,1735.0,1216.0,340.0,233.0,301.0,146.0
esteban echeverria,0287B,2,4666.0,3931.0,2397.0,832.0,298.0,177.0,143.0,63.0
general arenales,0314,2,4790.0,3525.0,1998.0,1123.0,277.0,66.0,135.0,157.0
tigre,0536A,2,4492.0,3763.0,1941.0,722.0,768.0,133.0,105.0,84.0
puan,0776,2,4827.0,3583.0,2206.0,558.0,323.0,135.0,176.0,111.0
trenque lauquen,0961,2,4773.0,3584.0,1716.0,814.0,613.0,73.0,83.0,224.0
villarino,1010,2,4587.0,3584.0,1496.0,665.0,659.0,63.0,195.0,449.0
exaltacion de la cruz,0295,2,4458.0,3514.0,1743.0,922.0,303.0,137.0,110.0,259.0
guamini,0431,2,4371.0,3550.0,1689.0,1124.0,418.0,42.0,63.0,189.0
lujan,0598,2,4472.0,3338.0,1691.0,988.0,454.0,149.0,180.0,142.0
lujan,0602,2,4793.0,3304.0,1447.0,923.0,388.0,125.0,224.0,146.0
veinticinco de mayo,0983,2,4410.0,3327.0,1832.0,913.0,284.0,27.0,373.0,159.0
la plata,0473,2,4450.0,3449.0,1917.0,737.0,256.0,307.0,132.0,75.0
comuna 01,0014,1,5115.0,3242.0,1767.0,809.0,,179.0,,26.0
bahia blanca,0093,2,4440.0,3374.0,1347.0,929.0,358.0,202.0,318.0,162.0
avellaneda,0032,2,4187.0,3412.0,1200.0,1413.0,367.0,206.0,136.0,74.0
general arenales,0316,2,4249.0,3127.0,2196.0,733.0,238.0,50.0,101.0,100.0
lobos,0575,2,4074.0,3283.0,1526.0,1010.0,293.0,106.0,212.0,132.0
coronel suarez,0254,2,4350.0,3002.0,1612.0,649.0,521.0,67.0,79.0,319.0
ramallo,0803,2,3871.0,3248.0,1523.0,1037.0,307.0,48.0,164.0,162.0
canuelas,0158B,2,3950.0,3126.0,841.0,1598.0,282.0,115.0,138.0,141.0
patagones,0732,2,3939.0,3115.0,1733.0,678.0,457.0,55.0,85.0,97.0
san miguel,0401,2,6704.0,2586.0,621.0,88.0,59.0,21.0,23.0,7.0
la plata,0521,2,3874.0,3112.0,1575.0,803.0,212.0,304.0,127.0,67.0
esteban echeverria,0286,2,3736.0,2882.0,684.0,1503.0,269.0,117.0,118.0,169.0
bahia blanca,0077,2,3763.0,2867.0,1388.0,675.0,283.0,135.0,216.0,133.0
florencio varela,0303,2,3952.0,2446.0,767.0,1458.0,316.0,85.0,165.0,188.0
presidente peron,0304C,2,3496.0,2945.0,476.0,1664.0,329.0,138.0,143.0,167.0
la plata,0517,2,3725.0,2618.0,1551.0,646.0,165.0,282.0,131.0,77.0
la plata,0518,2,4207.0,2571.0,1236.0,577.0,178.0,221.0,86.0,57.0
leandro n. alem,0552,2,3470.0,2813.0,1215.0,1100.0,228.0,57.0,85.0,92.0
olavarria,0715,2,3528.0,2764.0,1252.0,734.0,502.0,45.0,127.0,84.0
olavarria,0717,2,3483.0,2779.0,1111.0,946.0,383.0,72.0,175.0,58.0
la plata,0496E,2,3444.0,2778.0,1105.0,924.0,237.0,208.0,147.0,131.0
la matanza,0632B,2,3299.0,2802.0,1208.0,910.0,297.0,204.0,122.0,46.0
san fernando,0873,2,3347.0,2729.0,1642.0,357.0,423.0,135.0,81.0,71.0
la plata,0488,2,3340.0,2709.0,1422.0,635.0,197.0,247.0,117.0,63.0
pinamar,0339B,2,3515.0,2560.0,1353.0,583.0,236.0,109.0,115.0,128.0
zarate,1016,2,3277.0,2670.0,1144.0,895.0,293.0,124.0,91.0,99.0
olavarria,0719,2,3311.0,2599.0,1181.0,748.0,381.0,97.0,118.0,63.0
azul,0067,2,3230.0,2527.0,1191.0,692.0,389.0,53.0,69.0,122.0
la plata,0481,2,3237.0,2535.0,1291.0,534.0,166.0,195.0,125.0,49.0
adolfo alsina,0003,2,3112.0,2477.0,1443.0,516.0,268.0,46.0,106.0,89.0
la plata,0505B,2,3754.0,2308.0,538.0,817.0,240.0,113.0,173.0,80.0
canuelas,0158,2,3150.0,2269.0,1225.0,804.0,238.0,114.0,109.0,51.0
san fernando,0880B,2,3041.0,2434.0,998.0,677.0,455.0,122.0,82.0,87.0
la plata,0484,2,3467.0,2166.0,1222.0,513.0,151.0,208.0,97.0,56.0
pila,0765,2,2945.0,2483.0,1106.0,920.0,192.0,35.0,42.0,153.0
san isidro,0890,2,3025.0,2364.0,1562.0,365.0,177.0,112.0,62.0,73.0
carlos tejedor,0173,2,3020.0,2205.0,1156.0,245.0,243.0,29.0,711.0,118.0
villarino,1011A,2,2914.0,2407.0,1022.0,582.0,393.0,46.0,105.0,239.0
la plata,0476,2,2953.0,2350.0,1362.0,501.0,145.0,158.0,108.0,66.0
la plata,0486,2,2848.0,2349.0,1170.0,560.0,156.0,260.0,116.0,64.0
general arenales,0318,2,2873.0,2318.0,1298.0,648.0,177.0,43.0,63.0,81.0
chascomus,0203,2,2985.0,2120.0,1061.0,668.0,306.0,72.0,66.0,215.0
la plata,0482,2,2903.0,2303.0,1255.0,517.0,166.0,186.0,111.0,50.0
azul,0062,2,2947.0,2231.0,1304.0,449.0,262.0,45.0,72.0,98.0
mar chiquita,0620,2,2866.0,2276.0,1294.0,621.0,167.0,38.0,47.0,96.0
la plata,0483,2,2748.0,2243.0,1253.0,483.0,174.0,171.0,96.0,60.0
la plata,0516,2,2858.0,2174.0,1214.0,453.0,142.0,192.0,98.0,53.0
benito juarez,0439,2,2804.0,2186.0,903.0,660.0,270.0,63.0,52.0,239.0
lincoln,0562,2,2842.0,2025.0,1329.0,521.0,230.0,26.0,129.0,74.0
la plata,0497F,2,3004.0,1929.0,883.0,613.0,247.0,117.0,152.0,175.0
la plata,0480,2,2856.0,2001.0,1217.0,485.0,174.0,210.0,113.0,55.0
magdalena,0604,2,2726.0,2196.0,1130.0,522.0,304.0,67.0,69.0,92.0
san fernando,0880A,2,2658.0,2217.0,552.0,872.0,420.0,80.0,108.0,181.0
general lavalle,0338,2,2755.0,2141.0,1122.0,391.0,409.0,24.0,43.0,91.0
guamini,0430,2,2743.0,2134.0,1006.0,636.0,173.0,51.0,56.0,176.0
necochea,0691,2,2701.0,2067.0,1248.0,427.0,244.0,35.0,37.0,57.0
la plata,0468,2,3265.0,1891.0,857.0,375.0,101.0,142.0,66.0,37.0
san nicolas,0906,2,2479.0,2030.0,966.0,661.0,198.0,47.0,64.0,78.0
bolivar,0132,2,2525.0,1995.0,1132.0,183.0,155.0,31.0,401.0,73.0
la plata,0487,2,2438.0,1998.0,1062.0,470.0,134.0,178.0,85.0,57.0
la plata,0466,2,3113.0,1559.0,1041.0,303.0,104.0,131.0,54.0,22.0
la plata,0485,2,2456.0,1944.0,975.0,494.0,105.0,189.0,106.0,52.0
san pedro,0917,2,2455.0,1859.0,826.0,783.0,166.0,30.0,52.0,110.0
leandro n. alem,0551,2,2401.0,1932.0,944.0,651.0,117.0,40.0,63.0,109.0
mercedes,0641,2,2395.0,1909.0,949.0,547.0,185.0,71.0,89.0,62.0
la plata,0508F,2,2944.0,1629.0,586.0,490.0,169.0,93.0,154.0,71.0
nueve de julio,0706,2,2331.0,1851.0,1010.0,479.0,219.0,33.0,62.0,45.0
baradero,0107,2,2396.0,1850.0,640.0,535.0,270.0,58.0,109.0,110.0
tornquist,0955A,2,2311.0,1818.0,1009.0,288.0,222.0,115.0,132.0,30.0
bragado,0143,2,2247.0,1831.0,910.0,562.0,149.0,44.0,124.0,39.0
chivilcoy,0222,2,2224.0,1771.0,683.0,178.0,488.0,12.0,334.0,76.0
san vicente,0926,2,2259.0,1560.0,644.0,642.0,270.0,59.0,78.0,222.0
san fernando,0876,2,2211.0,1740.0,595.0,548.0,322.0,79.0,75.0,113.0
san fernando,0874,2,2371.0,1529.0,732.0,491.0,335.0,92.0,59.0,73.0
general arenales,0317,2,2105.0,1770.0,969.0,475.0,185.0,27.0,36.0,70.0
coronel suarez,0258A,2,2122.0,1758.0,573.0,389.0,405.0,61.0,55.0,247.0
la plata,0464,2,2244.0,1520.0,1005.0,411.0,106.0,141.0,78.0,41.0
olavarria,0716,2,2262.0,1654.0,804.0,379.0,250.0,38.0,79.0,78.0
brandsen,0150,2,2071.0,1741.0,812.0,555.0,160.0,79.0,52.0,65.0
san pedro,0922,2,2239.0,1503.0,872.0,484.0,238.0,42.0,64.0,80.0
tres arroyos,0972,2,2160.0,1646.0,787.0,436.0,262.0,19.0,45.0,73.0
lujan,0600,2,2469.0,1361.0,785.0,357.0,195.0,35.0,98.0,110.0
villarino,1008,2,2031.0,1691.0,884.0,297.0,252.0,31.0,58.0,162.0
la plata,0469,2,2176.0,1636.0,831.0,417.0,89.0,127.0,79.0,46.0
bahia blanca,0080,2,2192.0,1539.0,932.0,182.0,157.0,66.0,128.0,59.0
general villegas,0416,2,2091.0,1578.0,795.0,289.0,329.0,30.0,49.0,79.0
saavedra,0839,2,2155.0,1536.0,725.0,460.0,145.0,82.0,64.0,45.0
la plata,0467,2,2055.0,1580.0,957.0,290.0,103.0,122.0,67.0,37.0
patagones,0731,2,2149.0,1527.0,804.0,410.0,200.0,31.0,26.0,47.0
daireaux,0183,2,1965.0,1597.0,865.0,500.0,91.0,18.0,36.0,82.0
chacabuco,0197,2,1933.0,1590.0,944.0,347.0,100.0,23.0,125.0,49.0
exaltacion de la cruz,0294,2,1963.0,1570.0,678.0,478.0,137.0,64.0,62.0,135.0
comuna 01,0004,1,2154.0,1565.0,1176.0,126.0,,19.0,,16.0
la plata,0465,2,1904.0,1558.0,921.0,310.0,96.0,108.0,72.0,43.0
avellaneda,0031,2,2462.0,1476.0,477.0,327.0,113.0,70.0,35.0,43.0
comuna 01,0003,1,2203.0,1380.0,1221.0,131.0,,18.0,,15.0
san nicolas,0910,2,1891.0,1528.0,880.0,265.0,201.0,50.0,79.0,41.0
necochea,0687,2,2018.0,1314.0,880.0,401.0,179.0,28.0,52.0,36.0
la plata,0460,2,1923.0,1465.0,808.0,352.0,89.0,106.0,62.0,35.0
la plata,0471,2,1900.0,1468.0,751.0,388.0,113.0,103.0,71.0,32.0
puan,0780,2,1893.0,1446.0,883.0,172.0,114.0,136.0,71.0,63.0
tandil,0937,2,1990.0,1248.0,684.0,454.0,185.0,37.0,82.0,84.0
pehuajo,0739,2,1961.0,1231.0,843.0,378.0,139.0,37.0,38.0,78.0
lujan,0603,2,1799.0,1429.0,414.0,483.0,207.0,56.0,133.0,116.0
nueve de julio,0703,2,1806.0,1415.0,804.0,370.0,110.0,26.0,59.0,46.0
mercedes,0643,2,1787.0,1424.0,490.0,577.0,131.0,63.0,96.0,62.0
lincoln,0566,2,1880.0,1233.0,968.0,327.0,121.0,18.0,53.0,21.0
junin,0445,2,1925.0,1204.0,554.0,557.0,158.0,49.0,69.0,59.0
general villegas,0415,2,1832.0,1366.0,705.0,154.0,394.0,20.0,28.0,62.0
san fernando,0875,2,1727.0,1405.0,715.0,279.0,245.0,80.0,47.0,33.0
malvinas argentinas,0399C,2,1697.0,1385.0,337.0,638.0,217.0,66.0,68.0,50.0
la plata,0462,2,1770.0,1324.0,823.0,249.0,75.0,84.0,54.0,31.0
adolfo gonzales chaves,0427,2,1666.0,1373.0,530.0,444.0,174.0,25.0,27.0,170.0
coronel dorrego,0238,2,1699.0,1353.0,728.0,350.0,126.0,25.0,47.0,74.0
mar chiquita,0622B,2,1737.0,1331.0,682.0,361.0,120.0,59.0,60.0,46.0
coronel suarez,0253,2,1683.0,1360.0,415.0,330.0,225.0,56.0,35.0,274.0
general viamonte,0408,2,1639.0,1370.0,705.0,421.0,116.0,25.0,60.0,41.0
lincoln,0563,2,1686.0,1338.0,734.0,293.0,168.0,35.0,59.0,48.0
pehuajo,0741,2,1679.0,1339.0,706.0,422.0,106.0,15.0,41.0,51.0
salto,0855,2,1686.0,1306.0,796.0,257.0,83.0,46.0,66.0,58.0
veinticinco de mayo,0984,2,1634.0,1322.0,819.0,231.0,117.0,25.0,67.0,62.0
tordillo,0951,2,1515.0,1320.0,566.0,417.0,199.0,9.0,17.0,93.0
coronel suarez,0258B,2,1658.0,1084.0,383.0,374.0,245.0,42.0,47.0,275.0
mar chiquita,0622,2,1800.0,1224.0,508.0,335.0,104.0,43.0,28.0,64.0
loberia,0572,2,1578.0,1255.0,766.0,253.0,132.0,25.0,46.0,25.0
general guido,0326,2,1529.0,1260.0,751.0,177.0,63.0,25.0,118.0,100.0
tres arroyos,0973A,2,1610.0,1203.0,565.0,304.0,183.0,32.0,25.0,80.0
guamini,0432,2,1621.0,1026.0,628.0,417.0,128.0,25.0,33.0,68.0
tornquist,0955,2,1584.0,1112.0,629.0,196.0,139.0,31.0,182.0,58.0
la plata,0461,2,1569.0,1163.0,697.0,214.0,79.0,87.0,52.0,27.0
pergamino,0751,2,1481.0,1198.0,728.0,210.0,108.0,48.0,60.0,37.0
general alvarado,0307,2,1492.0,1178.0,725.0,136.0,187.0,20.0,25.0,84.0
san pedro,0914,2,1614.0,993.0,544.0,440.0,123.0,14.0,47.0,60.0
bolivar,0133,2,1435.0,1152.0,538.0,105.0,80.0,19.0,351.0,55.0
ramallo,0800,2,1417.0,1137.0,359.0,482.0,130.0,28.0,49.0,76.0
general pinto,0357,2,1340.0,1137.0,397.0,203.0,445.0,17.0,23.0,46.0
lincoln,0561,2,1397.0,1101.0,530.0,341.0,114.0,29.0,60.0,25.0
pehuajo,0738,2,1367.0,1104.0,514.0,343.0,143.0,16.0,43.0,45.0
coronel de marina l. rosales,0248F,2,1498.0,991.0,769.0,43.0,88.0,13.0,27.0,45.0
coronel de marina l. rosales,0249A,2,1538.0,681.0,714.0,181.0,115.0,38.0,72.0,82.0
san nicolas,0907,2,1307.0,1053.0,317.0,430.0,139.0,38.0,52.0,75.0
la plata,0472,2,1368.0,1026.0,490.0,260.0,70.0,111.0,45.0,40.0
junin,0446,2,1392.0,991.0,469.0,278.0,129.0,34.0,43.0,43.0
rivadavia,0817,2,1222.0,1017.0,480.0,166.0,233.0,31.0,49.0,54.0
chacabuco,0190,2,1226.0,1002.0,654.0,170.0,83.0,22.0,38.0,28.0
san nicolas,0908,2,1232.0,993.0,381.0,338.0,98.0,42.0,76.0,57.0
baradero,0113,2,1216.0,983.0,340.0,370.0,110.0,15.0,56.0,82.0
san antonio de areco,0870,2,1187.0,998.0,386.0,378.0,102.0,23.0,62.0,31.0
san andres de giles,0864,2,1218.0,961.0,260.0,385.0,193.0,5.0,51.0,67.0
saladillo,0849,2,1210.0,910.0,476.0,266.0,75.0,21.0,31.0,38.0
pergamino,0753,2,1221.0,830.0,500.0,209.0,67.0,24.0,135.0,25.0
rivadavia,0820,2,1171.0,915.0,524.0,131.0,159.0,16.0,33.0,49.0
general villegas,0418,2,1187.0,902.0,473.0,91.0,259.0,21.0,36.0,21.0
canuelas,0159,2,1177.0,897.0,408.0,301.0,84.0,28.0,56.0,20.0
general las heras,0548,2,1079.0,935.0,246.0,380.0,195.0,27.0,26.0,54.0
rojas,0830,2,1105.0,905.0,604.0,157.0,77.0,11.0,29.0,23.0
general pinto,0359,2,1109.0,902.0,482.0,61.0,296.0,9.0,16.0,34.0
pergamino,0749,2,1093.0,875.0,502.0,188.0,83.0,27.0,59.0,5.0
general villegas,0413,2,1097.0,860.0,457.0,126.0,196.0,11.0,18.0,49.0
adolfo alsina,0005,2,1126.0,843.0,606.0,113.0,66.0,8.0,22.0,28.0
general lavalle,0338A,2,1057.0,881.0,389.0,197.0,202.0,16.0,23.0,40.0
lincoln,0564,2,1046.0,877.0,456.0,224.0,113.0,20.0,41.0,21.0
bragado,0137,2,1077.0,860.0,304.0,343.0,56.0,32.0,93.0,31.0
punta indio,0613A,2,1044.0,827.0,413.0,286.0,42.0,23.0,16.0,46.0
la plata,0463,2,1051.0,808.0,529.0,133.0,50.0,50.0,27.0,17.0
tres arroyos,0975,2,1064.0,774.0,344.0,175.0,118.0,52.0,33.0,47.0
olavarria,0714,2,1023.0,787.0,313.0,249.0,90.0,36.0,50.0,42.0
coronel pringles,0243,2,991.0,789.0,416.0,219.0,80.0,9.0,17.0,46.0
pergamino,0756,2,999.0,788.0,490.0,152.0,73.0,15.0,30.0,9.0
salto,0857,2,1002.0,772.0,403.0,169.0,102.0,7.0,39.0,52.0
junin,0450,2,966.0,791.0,423.0,164.0,146.0,11.0,28.0,16.0
junin,0451,2,964.0,777.0,394.0,220.0,75.0,18.0,30.0,28.0
general paz,0351,2,924.0,766.0,344.0,228.0,123.0,16.0,23.0,30.0
rojas,0827,2,934.0,756.0,442.0,144.0,86.0,17.0,31.0,35.0
pergamino,0754A,2,942.0,752.0,461.0,114.0,76.0,17.0,34.0,45.0
patagones,0733,2,919.0,761.0,428.0,171.0,81.0,13.0,25.0,35.0
puan,0777,2,961.0,734.0,462.0,97.0,85.0,48.0,21.0,18.0
la plata,0498,2,966.0,730.0,275.0,270.0,75.0,24.0,49.0,37.0
guamini,0434,2,910.0,753.0,323.0,238.0,113.0,14.0,9.0,55.0
lobos,0578,2,933.0,741.0,504.0,100.0,61.0,19.0,33.0,23.0
la matanza,0635F,2,964.0,704.0,217.0,329.0,78.0,40.0,32.0,6.0
general guido,0327,2,903.0,733.0,364.0,195.0,42.0,22.0,68.0,39.0
san fernando,0882A,2,1111.0,625.0,272.0,167.0,87.0,15.0,51.0,33.0
brandsen,0151,2,892.0,726.0,351.0,230.0,62.0,29.0,24.0,30.0
junin,0447,2,907.0,699.0,310.0,216.0,77.0,19.0,32.0,36.0
san pedro,0915,2,909.0,697.0,366.0,151.0,73.0,17.0,31.0,50.0
coronel dorrego,0237,2,882.0,702.0,297.0,220.0,73.0,14.0,42.0,51.0
mercedes,0644,2,895.0,687.0,327.0,166.0,99.0,20.0,51.0,21.0
saavedra,0842,2,861.0,705.0,417.0,130.0,104.0,14.0,17.0,14.0
trenque lauquen,0958,2,922.0,660.0,295.0,190.0,87.0,16.0,27.0,42.0
general paz,0348,2,823.0,705.0,333.0,258.0,68.0,10.0,18.0,17.0
san andres de giles,0863,2,835.0,678.0,326.0,190.0,83.0,10.0,28.0,41.0
magdalena,0605,2,790.0,643.0,300.0,189.0,69.0,36.0,27.0,19.0
san antonio de areco,0869,2,764.0,654.0,355.0,174.0,65.0,20.0,22.0,18.0
nueve de julio,0699,2,824.0,617.0,307.0,169.0,57.0,17.0,38.0,28.0
veinticinco de mayo,0988,2,785.0,635.0,353.0,161.0,64.0,6.0,12.0,39.0
lujan,0601,2,817.0,616.0,304.0,163.0,57.0,26.0,39.0,24.0
pergamino,0755,2,785.0,604.0,371.0,92.0,51.0,24.0,42.0,20.0
pergamino,0758,2,742.0,597.0,367.0,116.0,61.0,16.0,16.0,20.0
pergamino,0759,2,839.0,398.0,362.0,179.0,72.0,19.0,27.0,9.0
general pinto,0360,2,674.0,587.0,278.0,108.0,148.0,16.0,12.0,25.0
chascomus,0202,2,677.0,562.0,240.0,155.0,73.0,18.0,14.0,62.0
punta indio,0613B,2,690.0,553.0,228.0,255.0,17.0,28.0,11.0,14.0
puan,0782,2,696.0,547.0,348.0,65.0,78.0,32.0,18.0,5.0
florentino ameghino,0362,2,662.0,552.0,327.0,66.0,63.0,6.0,81.0,8.0
salto,0856,2,654.0,550.0,309.0,92.0,46.0,14.0,55.0,33.0
tandil,0940,2,697.0,528.0,280.0,93.0,79.0,20.0,37.0,18.0
nueve de julio,0698,2,674.0,537.0,191.0,189.0,101.0,3.0,15.0,36.0
monte,0661,2,680.0,531.0,225.0,174.0,67.0,12.0,29.0,24.0
alberti,0014,2,631.0,552.0,281.0,43.0,22.0,11.0,163.0,31.0
carlos tejedor,0172,2,650.0,539.0,196.0,201.0,41.0,11.0,29.0,57.0
san pedro,0920,2,648.0,530.0,273.0,165.0,39.0,8.0,18.0,22.0
san antonio de areco,0867,2,654.0,526.0,232.0,190.0,43.0,16.0,14.0,24.0
navarro,0681,2,688.0,504.0,200.0,204.0,39.0,17.0,27.0,11.0
lobos,0577,2,633.0,515.0,347.0,97.0,34.0,8.0,17.0,12.0
salliquelo,0746A,2,612.0,522.0,257.0,150.0,41.0,7.0,8.0,58.0
suipacha,0931,2,702.0,412.0,246.0,185.0,46.0,4.0,48.0,5.0
general villegas,0420,2,615.0,502.0,286.0,62.0,104.0,9.0,22.0,17.0
bartolome mitre,0118,2,617.0,499.0,281.0,105.0,39.0,12.0,32.0,29.0
tres arroyos,0969,2,627.0,493.0,162.0,87.0,159.0,7.0,19.0,54.0
veinticinco de mayo,0991,2,591.0,505.0,257.0,174.0,34.0,9.0,18.0,13.0
general la madrid,0334,2,606.0,497.0,238.0,172.0,43.0,9.0,11.0,19.0
chacabuco,0198,2,612.0,491.0,287.0,113.0,11.0,6.0,55.0,18.0
balcarce,0099,2,634.0,478.0,268.0,65.0,71.0,13.0,44.0,17.0
bragado,0140,2,600.0,477.0,244.0,153.0,41.0,5.0,21.0,13.0
carlos casares,0165,2,580.0,483.0,243.0,51.0,43.0,4.0,116.0,25.0
ramallo,0804,2,593.0,476.0,260.0,98.0,71.0,8.0,16.0,20.0
lincoln,0559,2,591.0,476.0,237.0,145.0,53.0,13.0,19.0,6.0
daireaux,0180,2,554.0,480.0,284.0,109.0,37.0,4.0,14.0,30.0
navarro,0676,2,590.0,461.0,221.0,137.0,29.0,6.0,34.0,31.0
tornquist,0955B,2,563.0,456.0,238.0,94.0,25.0,34.0,50.0,8.0
carmen de areco,0176,2,587.0,452.0,204.0,133.0,27.0,7.0,31.0,21.0
san fernando,0881,2,793.0,333.0,101.0,105.0,43.0,18.0,27.0,39.0
necochea,0692,2,573.0,437.0,258.0,91.0,58.0,5.0,6.0,19.0
adolfo alsina,0007,2,576.0,430.0,218.0,92.0,66.0,10.0,19.0,24.0
olavarria,0718,2,536.0,447.0,117.0,184.0,95.0,9.0,26.0,15.0
necochea,0688,2,593.0,420.0,224.0,96.0,57.0,5.0,16.0,18.0
san andres de giles,0861,2,527.0,447.0,223.0,98.0,76.0,17.0,13.0,20.0
nueve de julio,0701,2,545.0,431.0,238.0,126.0,31.0,6.0,19.0,11.0
general alvarado,0308,2,561.0,417.0,178.0,116.0,73.0,19.0,15.0,15.0
exaltacion de la cruz,0297,2,538.0,435.0,185.0,119.0,30.0,9.0,16.0,61.0
tres arroyos,0973,2,517.0,425.0,172.0,104.0,97.0,2.0,11.0,33.0
saavedra,0841,2,515.0,423.0,210.0,106.0,73.0,3.0,7.0,12.0
carlos tejedor,0170,2,523.0,410.0,211.0,94.0,26.0,15.0,46.0,17.0
saavedra,0843,2,507.0,408.0,254.0,61.0,57.0,12.0,8.0,10.0
lobos,0579,2,509.0,400.0,219.0,88.0,52.0,13.0,22.0,4.0
saladillo,0849A,2,511.0,399.0,235.0,62.0,60.0,11.0,11.0,13.0
tornquist,0954,2,525.0,388.0,244.0,22.0,19.0,14.0,72.0,17.0
la plata,0508G,2,519.0,386.0,112.0,170.0,41.0,9.0,29.0,23.0
navarro,0683,2,468.0,406.0,171.0,86.0,34.0,6.0,88.0,15.0
maipu,0616,2,482.0,395.0,189.0,76.0,95.0,15.0,2.0,18.0
bartolome mitre,0120,2,480.0,394.0,236.0,73.0,36.0,8.0,29.0,12.0
pinamar,0339C,2,517.0,376.0,278.0,48.0,17.0,11.0,13.0,7.0
baradero,0110,2,467.0,386.0,192.0,81.0,41.0,1.0,47.0,24.0
alberti,0011,2,448.0,392.0,82.0,95.0,15.0,5.0,185.0,10.0
nueve de julio,0700,2,557.0,246.0,223.0,77.0,53.0,16.0,10.0,17.0
general villegas,0419,2,474.0,362.0,159.0,38.0,125.0,7.0,13.0,20.0
lincoln,0567A,2,462.0,366.0,252.0,66.0,20.0,8.0,9.0,9.0
puan,0779,2,456.0,367.0,276.0,26.0,40.0,8.0,12.0,4.0
carlos casares,0165B,2,471.0,355.0,164.0,67.0,26.0,7.0,58.0,33.0
patagones,0731A,2,593.0,173.0,266.0,107.0,22.0,7.0,4.0,6.0
junin,0452,2,445.0,366.0,234.0,56.0,59.0,3.0,9.0,5.0
pergamino,0754,2,463.0,357.0,205.0,77.0,23.0,9.0,32.0,8.0
rivadavia,0816,2,445.0,362.0,192.0,49.0,88.0,4.0,17.0,12.0
la plata,0497A,2,495.0,330.0,132.0,93.0,42.0,12.0,21.0,27.0
coronel de marina l. rosales,0248A,2,450.0,335.0,179.0,86.0,22.0,11.0,26.0,9.0
bragado,0145,2,422.0,344.0,223.0,73.0,24.0,6.0,11.0,6.0
balcarce,0101,2,459.0,327.0,178.0,47.0,54.0,6.0,25.0,4.0
veinticinco de mayo,0985,2,429.0,331.0,156.0,85.0,38.0,7.0,31.0,13.0
bragado,0144,2,419.0,329.0,233.0,47.0,26.0,4.0,12.0,7.0
san andres de giles,0863A,2,405.0,326.0,126.0,132.0,37.0,4.0,5.0,19.0
nueve de julio,0705A,2,383.0,324.0,169.0,75.0,44.0,13.0,14.0,5.0
carlos casares,0167,2,497.0,115.0,168.0,39.0,22.0,10.0,162.0,13.0
