CODIGO PROVINCIA;CODIGO DEPARTAMENTO;CODIGO CIRCUITO   ;CODIGO MESA;AMBITO;CODIGO VOTOS;VOTOS
14;001;0001 ;0036; ;3060;021
14;001;0001 ;0036; ;3083;004
14;001;0001 ;0036; ;3204;150
14;001;0001 ;0036; ;3275;035
14;001;0001 ;0036; ;3203;004
14;001;0001 ;0037; ;9001;350
14;001;0001 ;0037; ;9002;241
14;001;0001 ;0037; ;9003;000
14;001;0001 ;0037; ;9004;004
14;001;0001 ;0037; ;9005;007
14;001;0001 ;0037; ;9006;000
14;001;0001 ;0037; ;3020;005
14;001;0001 ;0037; ;3041;013
14;001;0001 ;0037; ;3042;008
14;001;0001 ;0037; ;3048;001
14;001;0001 ;0037; ;3060;016
14;001;0001 ;0037; ;3083;015
14;001;0001 ;0037; ;3204;114
14;001;0001 ;0037; ;3275;047
14;001;0001 ;0037; ;3203;011
14;001;0001 ;0038; ;9001;350
14;001;0001 ;0038; ;9002;209
14;001;0001 ;0038; ;9003;000
14;001;0001 ;0038; ;9004;008
14;001;0001 ;0038; ;9005;001
14;001;0001 ;0038; ;9006;000
14;001;0001 ;0038; ;3020;002
14;001;0001 ;0038; ;3041;004
14;001;0001 ;0038; ;3042;002
14;001;0001 ;0038; ;3048;000
14;001;0001 ;0038; ;3060;021
14;001;0001 ;0038; ;3083;009
14;001;0001 ;0038; ;3204;113
14;001;0001 ;0038; ;3275;040
14;001;0001 ;0038; ;3203;009
14;001;0001 ;0039; ;9001;294
14;001;0001 ;0039; ;9002;171
14;001;0001 ;0039; ;9003;000
14;001;0001 ;0039; ;9004;001
14;001;0001 ;0039; ;9005;000
14;001;0001 ;0039; ;9006;000
14;001;0001 ;0039; ;3020;001
14;001;0001 ;0039; ;3041;007
14;001;0001 ;0039; ;3042;001
14;001;0001 ;0039; ;3048;000
14;001;0001 ;0039; ;3060;011
14;001;0001 ;0039; ;3083;007
14;001;0001 ;0039; ;3204;115
14;001;0001 ;0039; ;3275;022
14;001;0001 ;0039; ;3203;006
14;001;0001 ;0040; ;9001;298
14;001;0001 ;0040; ;9002;195
14;001;0001 ;0040; ;9003;000
14;001;0001 ;0040; ;9004;000
14;001;0001 ;0040; ;9005;003
14;001;0001 ;0040; ;9006;000
14;001;0001 ;0040; ;3020;007
14;001;0001 ;0040; ;3041;007
14;001;0001 ;0040; ;3042;004
14;001;0001 ;0040; ;3048;001
14;001;0001 ;0040; ;3060;013
14;001;0001 ;0040; ;3083;006
14;001;0001 ;0040; ;3204;125
14;001;0001 ;0040; ;3275;026
14;001;0001 ;0040; ;3203;008
14;001;0002 ;0041; ;9001;351
14;001;0002 ;0041; ;9002;236
14;001;0002 ;0041; ;9003;000
14;001;0002 ;0041; ;9004;005
14;001;0002 ;0041; ;9005;003
14;001;0002 ;0041; ;9006;000
14;001;0002 ;0041; ;3020;007
14;001;0002 ;0041; ;3041;009
14;001;0002 ;0041; ;3042;013
14;001;0002 ;0041; ;3048;001
14;001;0002 ;0041; ;3060;010
14;001;0002 ;0041; ;3083;013
14;001;0002 ;0041; ;3204;093
14;001;0002 ;0041; ;3275;068
14;001;0002 ;0041; ;3203;014
14;001;0002 ;0042; ;9001;350
14;001;0002 ;0042; ;9002;263
14;001;0002 ;0042; ;9003;000
14;001;0002 ;0042; ;9004;007
14;001;0002 ;0042; ;9005;008
14;001;0002 ;0042; ;9006;000
14;001;0002 ;0042; ;3020;011
14;001;0002 ;0042; ;3041;008
14;001;0002 ;0042; ;3042;013
14;001;0002 ;0042; ;3048;002
14;001;0002 ;0042; ;3060;012
14;001;0002 ;0042; ;3083;007
14;001;0002 ;0042; ;3204;108
14;001;0002 ;0042; ;3275;072
14;001;0002 ;0042; ;3203;016
14;001;0002 ;0043; ;9001;350
14;001;0002 ;0043; ;9002;241
14;001;0002 ;0043; ;9003;002
14;001;0002 ;0043; ;9004;007
14;001;0002 ;0043; ;9005;005
14;001;0002 ;0043; ;9006;000
14;001;0002 ;0043; ;3020;006
14;001;0002 ;0043; ;3041;010
14;001;0002 ;0043; ;3042;018
14;001;0002 ;0043; ;3048;000
14;001;0002 ;0043; ;3060;009
14;001;0002 ;0043; ;3083;011
14;001;0002 ;0043; ;3204;083
14;001;0002 ;0043; ;3275;069
14;001;0002 ;0043; ;3203;021
14;001;0002 ;0044; ;9001;350
14;001;0002 ;0044; ;9002;243
14;001;0002 ;0044; ;9003;000
14;001;0002 ;0044; ;9004;005
14;001;0002 ;0044; ;9005;004
14;001;0002 ;0044; ;9006;000
14;001;0002 ;0044; ;3020;010
14;001;0002 ;0044; ;3041;006
14;001;0002 ;0044; ;3042;006
14;001;0002 ;0044; ;3048;000
